s1_entity_id	candidate_entity_id	blocking_methods	num_blockers	max_block_score
S1-202578176	S3-469701500	name_token	1	2.0
S1-202578176	S3-504258441	name_token	1	2.0
S1-202578176	S3-51037082	name_fuzzy	1	0.7777777777777779
S1-202578176	S3-537516291	name_token	1	2.0
S1-202578176	S3-537689322	name_fuzzy	1	0.7755102040816326
S1-202578176	S3-560239189	name_token	1	2.0
S1-202578176	S3-597395533	name_fuzzy	1	0.7636363636363638
S1-202578176	S3-60968341	name_token	1	2.0
S1-202578176	S3-611805860	name_token	1	2.0
S1-202578176	S3-613342865	address	1	2.0
S1-202578176	S3-657563048	name_token	1	2.0
S1-202578176	S3-668907666	name_fuzzy	1	0.7755102040816326
S1-202578176	S3-696147556	name_fuzzy	1	0.7636363636363638
S1-202578176	S3-698510269	address	1	2.0
S1-202578176	S3-722014919	address,name_char_tfidf,name_fuzzy,name_token	4	6.0
S1-202578176	S3-734272775	name_token	1	2.0
S1-202578176	S3-736646126	name_fuzzy	1	0.7636363636363638
S1-202578176	S3-744953120	name_fuzzy	1	0.8
S1-202578176	S3-767242559	name_fuzzy	1	0.7843137254901962
S1-202578176	S3-773743207	name_fuzzy	1	0.7843137254901962
S1-202578176	S3-781297573	name_token	1	2.0
S1-202578176	S3-799568899	name_fuzzy	1	0.7843137254901962
S1-202578176	S3-80197339	name_token	1	2.0
S1-202578176	S3-827217380	name_fuzzy	1	0.7924528301886792
S1-202578176	S3-827627649	name_fuzzy	1	0.814814814814815
S1-202578176	S3-855799641	name_fuzzy	1	0.8
S1-202578176	S3-866200589	name_fuzzy	1	0.7741935483870968
S1-202578176	S3-869257198	address,name_char_tfidf,name_token	3	6.0
S1-202578176	S3-877969825	name_fuzzy	1	0.8
S1-202578176	S3-890037892	name_fuzzy	1	0.7857142857142857
S1-202578176	S3-900996961	name_fuzzy	1	0.8
S1-202578176	S3-916380547	name_fuzzy	1	0.7843137254901962
S1-202578176	S3-961941874	name_token	1	2.0
S1-202578176	S3-967350578	name_token	1	2.0
S1-202578176	S3-975443902	name_token	1	2.0
S1-202578176	S3-986658752	name_token	1	2.0
S1-202578176	S3-990332566	name_fuzzy	1	0.7777777777777779
S1-203772241	S2-106429445	name_fuzzy	1	0.64
S1-203772241	S2-139603809	name_token	1	2.0
S1-203772241	S2-161587464	name_token	1	2.0
S1-203772241	S2-16795557	name_token	1	2.0
S1-203772241	S2-169717457	name_token	1	2.0
S1-203772241	S2-197190002	name_fuzzy	1	0.5555555555555556
S1-203772241	S2-228479810	name_token	1	2.0
S1-203772241	S2-254710799	name_token	1	2.0
S1-203772241	S2-296826223	name_fuzzy	1	0.5625
S1-203772241	S2-305931716	name_fuzzy	1	0.5833333333333333
S1-203772241	S2-306841914	name_fuzzy	1	0.6666666666666667
S1-203772241	S2-30874922	address,name_char_tfidf,name_fuzzy	3	2.0
S1-203772241	S2-312261141	name_fuzzy	1	0.64
S1-203772241	S2-323943486	name_token	1	2.0
S1-203772241	S2-356104535	name_token	1	2.0
S1-203772241	S2-365614053	name_token	1	2.0
S1-203772241	S2-368570031	name_token	1	2.0
S1-203772241	S2-369478696	name_fuzzy	1	0.5714285714285714
S1-203772241	S2-3789375	name_fuzzy	1	0.64
S1-203772241	S2-388078492	name_token	1	2.0
S1-203772241	S2-391248156	name_fuzzy	1	0.5714285714285714
S1-203772241	S2-393471720	name_token	1	2.0
S1-203772241	S2-394723129	name_fuzzy	1	0.6111111111111112
S1-203772241	S2-418222556	name_token	1	2.0
S1-203772241	S2-432828519	name_fuzzy	1	0.6
S1-203772241	S2-442379267	name_token	1	2.0
S1-203772241	S2-462735437	name_fuzzy	1	0.5625
S1-203772241	S2-501120637	name_token	1	2.0
S1-203772241	S2-510083262	name_fuzzy	1	0.6206896551724138
S1-203772241	S2-510543255	name_fuzzy	1	0.56
S1-203772241	S2-537317398	address,name_char_tfidf,name_fuzzy	3	3.0
S1-203772241	S2-548744185	name_fuzzy	1	0.6
S1-203772241	S2-573471938	name_token	1	2.0
S1-203772241	S2-577985981	name_fuzzy	1	0.6923076923076923
S1-203772241	S2-601999992	name_token	1	2.0
S1-203772241	S2-619184087	address,name_char_tfidf,name_fuzzy	3	3.0
S1-203772241	S2-622019675	name_fuzzy	1	0.6206896551724138
S1-203772241	S2-648468373	name_fuzzy,name_token	2	2.0
S1-203772241	S2-662417383	name_fuzzy	1	0.5806451612903225
S1-203772241	S2-68588665	address	1	2.0
S1-203772241	S2-688461684	name_token	1	2.0
S1-203772241	S2-693839975	name_token	1	2.0
S1-203772241	S2-699636306	name_token	1	2.0
S1-203772241	S2-717699463	name_token	1	2.0
S1-203772241	S2-718837445	name_fuzzy	1	0.5517241379310345
S1-203772241	S2-724873575	name_fuzzy	1	0.5714285714285714
S1-203772241	S2-726471151	name_fuzzy	1	0.6666666666666667
S1-203772241	S2-737358616	name_char_tfidf,name_fuzzy	2	0.6956521739130435
S1-203772241	S2-740763175	name_fuzzy	1	0.5714285714285714
S1-203772241	S2-79067946	name_token	1	2.0
S1-203772241	S2-806881957	name_fuzzy	1	0.6
S1-203772241	S2-833386065	name_fuzzy	1	0.6
S1-203772241	S2-851367005	name_token	1	2.0
S1-203772241	S2-861997455	address,name_char_tfidf,name_fuzzy	3	3.0
S1-203772241	S2-872698704	name_token	1	2.0
S1-203772241	S2-885504111	name_token	1	2.0
S1-203772241	S2-891882558	name_token	1	2.0
S1-203772241	S2-891980419	name_token	1	2.0
S1-203772241	S2-92466085	name_fuzzy	1	0.5833333333333333
S1-203772241	S2-960102911	name_token	1	2.0
S1-203772241	S2-97192726	name_token	1	2.0
S1-203772241	S2-971994042	name_token	1	2.0
S1-203772241	S2-98666597	name_fuzzy	1	0.6956521739130435
S1-203772241	S3-123486711	name_fuzzy	1	0.6428571428571428
S1-203772241	S3-124833931	name_token	1	2.0
S1-203772241	S3-169763846	name_token	1	2.0
S1-203772241	S3-209197328	address,name_char_tfidf,name_fuzzy	3	4.0
S1-203772241	S3-285566119	name_fuzzy	1	0.5555555555555556
S1-203772241	S3-332238282	name_fuzzy	1	0.5625
S1-203772241	S3-332653732	name_token	1	2.0
S1-203772241	S3-354675571	name_fuzzy	1	0.5882352941176471
S1-203772241	S3-360524908	name_fuzzy	1	0.5625
S1-203772241	S3-406668347	name_fuzzy	1	0.6
S1-203772241	S3-422517615	name_token	1	2.0
S1-203772241	S3-431343807	name_token	1	2.0
S1-203772241	S3-450426770	name_token	1	2.0
S1-203772241	S3-456113159	name_fuzzy,name_token	2	2.0
S1-203772241	S3-473792540	name_fuzzy	1	0.5833333333333333
S1-203772241	S3-493052471	name_fuzzy	1	0.5833333333333333
S1-203772241	S3-521648221	name_fuzzy	1	0.56
S1-203772241	S3-573324446	name_fuzzy	1	0.5714285714285714
S1-203772241	S3-602303164	name_token	1	2.0
S1-203772241	S3-70898896	name_fuzzy	1	0.6666666666666667
S1-203772241	S3-730400863	name_token	1	2.0
S1-203772241	S3-778853198	name_token	1	2.0
S1-203772241	S3-810179605	address,name_char_tfidf,name_fuzzy	3	4.0
S1-203772241	S3-811310753	name_fuzzy,name_token	2	2.0
S1-203772241	S3-821442528	name_fuzzy	1	0.6086956521739131
S1-203772241	S3-847797741	name_token	1	2.0
S1-203772241	S3-877739558	name_token	1	2.0
S1-203772241	S3-909965785	name_token	1	2.0
S1-203772241	S3-920711823	name_token	1	2.0
S1-203772241	S3-93006595	name_token	1	2.0
S1-203772241	S3-956512559	name_fuzzy	1	0.6666666666666667
S1-203772241	S3-962189642	name_token	1	2.0
S1-203772241	S3-984234521	name_token	1	2.0
S1-203772241	S3-990584154	name_token	1	2.0
S1-203772241	S3-996993498	name_fuzzy	1	0.6206896551724138
S1-203955016	S2-108460479	name_token	1	2.0
S1-203955016	S2-135902629	address	1	2.0
S1-203955016	S2-179789039	name_fuzzy	1	0.7843137254901962
S1-203955016	S2-180557384	name_token	1	3.0
S1-203955016	S2-193655343	address	1	2.0
S1-203955016	S2-230156238	address	1	2.0
S1-203955016	S2-238722533	name_fuzzy	1	0.8
S1-203955016	S2-242114245	address,name_fuzzy	2	6.0
S1-203955016	S2-242193740	address,name_char_tfidf,name_fuzzy,name_token	4	5.0
S1-203955016	S2-244539887	address	1	2.0
S1-203955016	S2-260195027	name_fuzzy	1	0.8070175438596492
S1-203955016	S2-277904545	name_fuzzy	1	0.8
S1-203955016	S2-314229620	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-203955016	S2-34850645	address	1	2.0
S1-203955016	S2-35221167	address	1	2.0
S1-203955016	S2-363375112	name_char_tfidf,name_token	2	3.0
S1-203955016	S2-396085677	address,name_fuzzy	2	5.0
S1-203955016	S2-399395776	name_char_tfidf	1	0.39966840959899624
S1-203955016	S2-40049336	name_token	1	2.0
S1-203955016	S2-409001265	name_char_tfidf,name_fuzzy	2	0.814814814814815
S1-203955016	S2-45625520	name_fuzzy	1	0.7857142857142857
S1-203955016	S2-476594389	name_token	1	3.0
S1-203955016	S2-494407778	address	1	3.0
S1-203955016	S2-541190279	name_token	1	4.0
S1-203955016	S2-548592444	name_char_tfidf,name_fuzzy	2	0.814814814814815
S1-203955016	S2-552926418	address	1	2.0
S1-203955016	S2-554119899	address	1	2.0
S1-203955016	S2-555633546	address	1	2.0
S1-203955016	S2-571569891	address	1	2.0
S1-203955016	S2-574707674	name_fuzzy,name_token	2	4.0
S1-203955016	S2-577007512	name_fuzzy	1	0.78125
S1-203955016	S2-592070410	name_char_tfidf,name_token	2	3.0
S1-203955016	S2-594091784	address	1	2.0
S1-203955016	S2-623662121	address	1	2.0
S1-203955016	S2-638095921	name_char_tfidf,name_token	2	3.0
S1-203955016	S2-649324326	address	1	2.0
S1-203955016	S2-659840599	name_token	1	3.0
S1-203955016	S2-673358974	address	1	3.0
S1-203955016	S2-691957051	address	1	3.0
S1-203955016	S2-708335557	name_char_tfidf,name_fuzzy	2	0.7843137254901962
S1-203955016	S2-708364396	name_fuzzy	1	0.7719298245614035
S1-203955016	S2-724107627	name_token	1	4.0
S1-203955016	S2-733941294	name_fuzzy	1	0.8
S1-203955016	S2-740793315	name_char_tfidf,name_fuzzy,name_token	3	3.0
S1-203955016	S2-75959390	name_fuzzy	1	0.7777777777777779
S1-203955016	S2-765180306	name_token	1	3.0
S1-203955016	S2-773075095	name_fuzzy	1	0.78125
S1-203955016	S2-776150985	name_fuzzy	1	0.7692307692307692
S1-203955016	S2-794999316	name_fuzzy	1	0.7777777777777779
S1-203955016	S2-797524038	address	1	2.0
S1-203955016	S2-833716779	address	1	2.0
S1-203955016	S2-846655836	name_token	1	3.0
S1-203955016	S2-850720956	name_token	1	4.0
S1-203955016	S2-854331079	name_char_tfidf	1	0.4041246926772042
S1-203955016	S2-863523059	name_fuzzy	1	0.7777777777777779
S1-203955016	S2-87728540	name_token	1	3.0
S1-203955016	S2-902966116	name_fuzzy	1	0.7692307692307692
S1-203955016	S2-907469742	name_fuzzy	1	0.7777777777777779
S1-203955016	S2-911994188	address,name_char_tfidf,name_token	3	6.0
S1-203955016	S2-915570823	name_char_tfidf	1	0.38687464059006244
S1-203955016	S2-916598021	address	1	2.0
S1-203955016	S2-934912346	address	1	2.0
S1-203955016	S2-940571970	name_token	1	3.0
S1-203955016	S2-951950765	name_char_tfidf,name_fuzzy	2	0.7843137254901962
S1-203955016	S2-955173791	address	1	3.0
S1-203955016	S2-975204483	address	1	2.0
S1-203955016	S2-986925315	address	1	2.0
S1-203955016	S3-105887294	name_char_tfidf,name_token	2	4.0
S1-203955016	S3-126507726	name_char_tfidf,name_token	2	3.0
S1-203955016	S3-151674270	name_char_tfidf,name_token	2	3.0
S1-203955016	S3-152856247	name_char_tfidf,name_token	2	3.0
S1-203955016	S3-180722006	name_token	1	2.0
S1-203955016	S3-190664619	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-203955016	S3-234736926	name_fuzzy	1	0.7755102040816326
S1-203955016	S3-249347918	name_char_tfidf	1	0.36235147010369373
S1-203955016	S3-257652798	name_fuzzy	1	0.7931034482758621
S1-203955016	S3-26196282	address,name_char_tfidf,name_token	3	6.0
S1-203955016	S3-283462659	name_char_tfidf,name_token	2	3.0
S1-203955016	S3-293020012	name_token	1	4.0
S1-203955016	S3-296037036	address,name_char_tfidf,name_fuzzy	3	5.0
S1-203955016	S3-300099091	name_fuzzy	1	0.8
S1-203955016	S3-326826072	name_char_tfidf,name_fuzzy	2	0.7924528301886792
S1-203955016	S3-338845273	name_fuzzy	1	0.7777777777777779
S1-203955016	S3-35645257	name_fuzzy	1	0.7719298245614035
S1-203955016	S3-36772077	name_token	1	4.0
S1-203955016	S3-387730733	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-203955016	S3-409603198	name_fuzzy	1	0.7796610169491526
S1-203955016	S3-446788851	name_char_tfidf	1	0.40226009390725503
S1-203955016	S3-458147276	name_token	1	3.0
S1-203955016	S3-5035633	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-203955016	S3-632096639	name_token	1	3.0
S1-203955016	S3-644775053	name_fuzzy	1	0.7796610169491526
S1-203955016	S3-648841733	name_fuzzy	1	0.7843137254901962
S1-203955016	S3-676328744	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-203955016	S3-689635019	name_fuzzy	1	0.7719298245614035
S1-203955016	S3-719017798	name_fuzzy	1	0.7719298245614035
S1-203955016	S3-732345507	name_token	1	3.0
S1-203955016	S3-749818163	name_token	1	3.0
S1-203955016	S3-756119335	name_char_tfidf	1	0.3807159584455186
S1-203955016	S3-763558803	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-203955016	S3-768363324	name_token	1	4.0
S1-203955016	S3-781297573	name_token	1	2.0
S1-203955016	S3-789012398	name_fuzzy,name_token	2	4.0
S1-203955016	S3-804853575	name_char_tfidf,name_token	2	3.0
S1-203955016	S3-809757378	name_token	1	4.0
S1-203955016	S3-837404677	name_fuzzy	1	0.7777777777777779
S1-203955016	S3-849238004	name_char_tfidf,name_token	2	4.0
S1-203955016	S3-868321467	name_fuzzy	1	0.7777777777777779
S1-203955016	S3-871872189	address	1	3.0
S1-203955016	S3-882784130	name_token	1	3.0
S1-203955016	S3-889873031	name_char_tfidf,name_token	2	4.0
S1-203955016	S3-891382170	name_fuzzy	1	0.814814814814815
S1-203955016	S3-892087197	name_char_tfidf,name_fuzzy	2	0.814814814814815
S1-203955016	S3-91746188	name_token	1	4.0
S1-203955016	S3-920894117	name_fuzzy	1	0.8
S1-203955016	S3-961941874	name_token	1	2.0
S1-203955016	S3-970244982	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-203955016	S3-977541234	name_char_tfidf	1	0.3811859017985386
S1-203955016	S3-986658752	name_token	1	2.0
S1-203955016	S3-998317620	name_char_tfidf,name_fuzzy	2	0.814814814814815
S1-207084028	S2-103017678	name_token	1	2.0
S1-207084028	S2-108460479	name_token	1	2.0
S1-207084028	S2-138839775	name_char_tfidf,name_fuzzy	2	0.7586206896551724
S1-207084028	S2-146198659	name_token	1	2.0
S1-207084028	S2-169007811	name_token	1	2.0
S1-207084028	S2-220942785	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-207084028	S2-229301244	name_char_tfidf,name_fuzzy	2	0.9090909090909091
S1-207084028	S2-232134153	name_fuzzy	1	0.7631578947368421
S1-207084028	S2-253365910	name_char_tfidf	1	0.5099594635607342
S1-207084028	S2-2636578	address	1	2.0
S1-207084028	S2-281080618	address	1	2.0
S1-207084028	S2-283782247	name_fuzzy	1	0.7575757575757575
S1-207084028	S2-288613919	address	1	2.0
S1-207084028	S2-289636573	address	1	2.0
S1-207084028	S2-29702641	name_token	1	2.0
S1-207084028	S2-301184601	address	1	2.0
S1-207084028	S2-314229620	name_token	1	2.0
S1-207084028	S2-344984473	name_fuzzy	1	0.7631578947368421
S1-207084028	S2-358607148	address	1	2.0
S1-207084028	S2-380667580	address	1	2.0
S1-207084028	S2-391930590	name_token	1	3.0
S1-207084028	S2-393861414	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-207084028	S2-40049336	name_token	1	2.0
S1-207084028	S2-448533918	address	1	3.0
S1-207084028	S2-450451576	name_token	1	3.0
S1-207084028	S2-451722068	name_fuzzy	1	0.7619047619047619
S1-207084028	S2-492085745	address	1	3.0
S1-207084028	S2-513983055	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-207084028	S2-529401668	name_token	1	2.0
S1-207084028	S2-53603175	name_fuzzy	1	0.7878787878787878
S1-207084028	S2-541493234	address	1	2.0
S1-207084028	S2-58018163	address	1	2.0
S1-207084028	S2-584624598	address	1	3.0
S1-207084028	S2-595665211	name_fuzzy	1	0.7647058823529411
S1-207084028	S2-595854159	name_fuzzy	1	0.821917808219178
S1-207084028	S2-635789629	address	1	3.0
S1-207084028	S2-65251308	address	1	2.0
S1-207084028	S2-65362385	name_token	1	4.0
S1-207084028	S2-704611878	address	1	2.0
S1-207084028	S2-714837154	address	1	2.0
S1-207084028	S2-71609308	address	1	2.0
S1-207084028	S2-727858794	name_token	1	3.0
S1-207084028	S2-752334650	address	1	2.0
S1-207084028	S2-776150985	address	1	2.0
S1-207084028	S2-781173473	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-207084028	S2-781933293	address	1	2.0
S1-207084028	S2-783654262	name_token	1	2.0
S1-207084028	S2-784068694	name_fuzzy	1	0.7741935483870968
S1-207084028	S2-797403484	address	1	2.0
S1-207084028	S2-800845754	address	1	2.0
S1-207084028	S2-84462712	name_char_tfidf,name_token	2	3.0
S1-207084028	S2-849994484	name_token	1	2.0
S1-207084028	S2-90544980	name_token	1	2.0
S1-207084028	S2-906933992	name_token	1	2.0
S1-207084028	S2-915022898	name_token	1	2.0
S1-207084028	S2-922712876	name_char_tfidf	1	0.4894424561792887
S1-207084028	S2-930687881	name_token	1	2.0
S1-207084028	S2-949977187	name_token	1	2.0
S1-207084028	S2-973266118	address	1	2.0
S1-207084028	S2-979126780	address	1	2.0
S1-207084028	S2-981531199	name_char_tfidf,name_fuzzy	2	0.8405797101449275
S1-207084028	S3-103440639	name_char_tfidf	1	0.4994706590461831
S1-207084028	S3-117524284	name_fuzzy	1	0.7575757575757575
S1-207084028	S3-166402364	name_fuzzy	1	0.7575757575757575
S1-207084028	S3-170549682	name_char_tfidf	1	0.471320170417266
S1-207084028	S3-177603032	name_fuzzy	1	0.7654320987654322
S1-207084028	S3-180722006	name_token	1	2.0
S1-207084028	S3-185830354	name_fuzzy	1	0.7878787878787878
S1-207084028	S3-19618422	name_fuzzy,name_token	2	3.0
S1-207084028	S3-196233562	name_char_tfidf	1	0.49645943475247933
S1-207084028	S3-207447074	name_token	1	3.0
S1-207084028	S3-211187797	name_char_tfidf,name_token	2	3.0
S1-207084028	S3-226436478	address	1	3.0
S1-207084028	S3-242700460	address	1	3.0
S1-207084028	S3-249666672	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-207084028	S3-277618667	name_char_tfidf	1	0.5178074744967035
S1-207084028	S3-288702153	name_fuzzy	1	0.7936507936507937
S1-207084028	S3-292287572	name_fuzzy	1	0.8
S1-207084028	S3-292908301	name_token	1	3.0
S1-207084028	S3-308684541	name_char_tfidf	1	0.46974696489759643
S1-207084028	S3-311691124	name_char_tfidf	1	0.450870642910339
S1-207084028	S3-327808564	name_char_tfidf,name_fuzzy	2	0.8333333333333335
S1-207084028	S3-33164232	name_char_tfidf,name_token	2	3.0
S1-207084028	S3-341853100	address	1	2.0
S1-207084028	S3-346227482	name_fuzzy	1	0.7647058823529411
S1-207084028	S3-36772077	name_char_tfidf,name_fuzzy	2	0.8648648648648648
S1-207084028	S3-371730368	name_char_tfidf,name_fuzzy,name_token	3	3.0
S1-207084028	S3-414335719	name_fuzzy	1	0.7692307692307692
S1-207084028	S3-422744211	name_char_tfidf	1	0.47836256943347194
S1-207084028	S3-441961369	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-207084028	S3-458012264	name_char_tfidf,name_fuzzy	2	0.7837837837837838
S1-207084028	S3-479488494	name_char_tfidf	1	0.47000094711168033
S1-207084028	S3-504950011	name_char_tfidf	1	0.4822771370862487
S1-207084028	S3-513505053	name_char_tfidf,name_fuzzy,name_token	3	3.0
S1-207084028	S3-52389171	name_char_tfidf,name_fuzzy,name_token	3	3.0
S1-207084028	S3-558455512	name_fuzzy	1	0.78125
S1-207084028	S3-565118056	name_char_tfidf,name_token	2	3.0
S1-207084028	S3-572999820	name_token	1	3.0
S1-207084028	S3-586774058	name_char_tfidf	1	0.5115286807856468
S1-207084028	S3-609814998	name_char_tfidf	1	0.4742519214639209
S1-207084028	S3-611805860	name_token	1	2.0
S1-207084028	S3-627252536	name_fuzzy	1	0.7761194029850746
S1-207084028	S3-673342043	name_fuzzy	1	0.7741935483870968
S1-207084028	S3-700958179	name_fuzzy	1	0.8181818181818181
S1-207084028	S3-723579960	address	1	2.0
S1-207084028	S3-724182409	name_fuzzy	1	0.7692307692307692
S1-207084028	S3-728742174	name_char_tfidf,name_fuzzy	2	0.7586206896551724
S1-207084028	S3-734272775	name_token	1	2.0
S1-207084028	S3-742754948	name_fuzzy	1	0.782608695652174
S1-207084028	S3-747358048	name_char_tfidf,name_fuzzy	2	0.8169014084507044
S1-207084028	S3-758455591	address	1	3.0
S1-207084028	S3-768363324	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-207084028	S3-772978028	address	1	2.0
S1-207084028	S3-781297573	name_char_tfidf,name_fuzzy,name_token	3	2.0
S1-207084028	S3-801349966	name_char_tfidf,name_token	2	3.0
S1-207084028	S3-804323871	name_char_tfidf,name_fuzzy	2	0.8732394366197183
S1-207084028	S3-805875647	name_char_tfidf	1	0.5011144019314782
S1-207084028	S3-83749637	name_fuzzy	1	0.78125
S1-207084028	S3-849776489	name_char_tfidf	1	0.47664039497042676
S1-207084028	S3-870478620	name_char_tfidf	1	0.4536868448440012
S1-207084028	S3-878221716	name_fuzzy	1	0.8405797101449275
S1-207084028	S3-887829791	name_char_tfidf	1	0.5390235770948959
S1-207084028	S3-888774069	name_char_tfidf,name_fuzzy,name_token	3	3.0
S1-207084028	S3-896803713	name_char_tfidf,name_fuzzy,name_token	3	3.0
S1-207084028	S3-925715671	name_char_tfidf,name_token	2	3.0
S1-207084028	S3-927086675	name_char_tfidf,name_token	2	3.0
S1-207084028	S3-93941105	name_char_tfidf,name_fuzzy	2	0.7936507936507937
S1-207084028	S3-946956103	name_char_tfidf,name_fuzzy	2	0.8333333333333335
S1-207084028	S3-958738783	name_fuzzy	1	0.7878787878787878
S1-207084028	S3-961941874	name_token	1	2.0
S1-207084028	S3-967350578	name_token	1	2.0
S1-207084028	S3-975443902	name_token	1	2.0
S1-207084028	S3-983010097	name_char_tfidf	1	0.5094283249970497
S1-207084028	S3-986658752	name_token	1	2.0
S1-207084028	S3-992249519	name_char_tfidf	1	0.5942602103386091
S1-207329319	S2-11831316	name_fuzzy	1	0.5882352941176471
S1-207329319	S2-123094737	name_token	1	2.0
S1-207329319	S2-142708346	name_token	1	2.0
S1-207329319	S2-240593794	name_token	1	2.0
S1-207329319	S2-306777347	name_char_tfidf,name_fuzzy,name_token	3	2.0
S1-207329319	S2-359897550	name_token	1	2.0
S1-207329319	S2-375585503	name_token	1	2.0
S1-207329319	S2-447096995	name_fuzzy,name_token	2	3.0
S1-207329319	S2-455596747	name_token	1	2.0
S1-207329319	S2-51446078	name_fuzzy,name_token	2	3.0
S1-207329319	S2-554086360	name_fuzzy	1	0.5531914893617021
S1-207329319	S2-598240886	name_token	1	2.0
S1-207329319	S2-60761506	name_fuzzy,name_token	2	3.0
S1-207329319	S2-620641441	name_token	1	2.0
S1-207329319	S2-653613388	address,name_char_tfidf,name_fuzzy,name_token	4	6.0
S1-207329319	S2-660746305	name_token	1	2.0
S1-207329319	S2-696233561	address,name_char_tfidf,name_fuzzy,name_token	4	5.0
S1-207329319	S2-776365599	name_token	1	2.0
S1-207329319	S2-798920285	name_token	1	2.0
S1-207329319	S2-831027288	name_fuzzy,name_token	2	2.0
S1-207329319	S2-879476336	name_token	1	2.0
S1-207329319	S2-881978792	name_fuzzy	1	0.5652173913043479
S1-207329319	S2-938952817	address,name_char_tfidf,name_fuzzy,name_token	4	7.0
S1-207329319	S2-940078956	name_token	1	2.0
S1-207329319	S2-941498115	name_fuzzy,name_token	2	3.0
S1-207329319	S2-971885408	name_token	1	2.0
S1-207329319	S2-999424539	name_token	1	2.0
S1-207329319	S3-11175627	name_token	1	3.0
S1-207329319	S3-223081834	name_token	1	2.0
S1-207329319	S3-268272810	name_fuzzy	1	0.5833333333333333
S1-207329319	S3-296196316	name_token	1	2.0
S1-207329319	S3-329870174	name_token	1	2.0
S1-207329319	S3-358187913	address,name_char_tfidf,name_fuzzy,name_token	4	5.0
S1-207329319	S3-368456951	name_token	1	2.0
S1-207329319	S3-37729489	name_token	1	2.0
S1-207329319	S3-493173392	name_token	1	2.0
S1-207329319	S3-579611758	name_token	1	2.0
S1-207329319	S3-580782799	name_fuzzy	1	0.5957446808510638
S1-207329319	S3-597234068	name_token	1	2.0
S1-207329319	S3-621830886	name_token	1	3.0
S1-207329319	S3-624116895	name_fuzzy,name_token	2	3.0
S1-207329319	S3-631426504	name_token	1	2.0
S1-207329319	S3-63736581	name_token	1	1.0
S1-207329319	S3-646291094	name_token	1	2.0
S1-207329319	S3-667318210	name_token	1	2.0
S1-207329319	S3-672131051	name_fuzzy	1	0.5660377358490566
S1-207329319	S3-703197377	name_fuzzy	1	0.5833333333333333
S1-207329319	S3-715570091	name_token	1	2.0
S1-207329319	S3-717996744	name_token	1	2.0
S1-207329319	S3-758901704	name_token	1	2.0
S1-207329319	S3-797746649	name_token	1	2.0
S1-207329319	S3-838510780	name_token	1	2.0
S1-207329319	S3-846744492	name_token	1	2.0
S1-207329319	S3-857633380	name_token	1	2.0
S1-207329319	S3-870160908	name_token	1	2.0
S1-207329319	S3-886772558	address,name_char_tfidf,name_fuzzy,name_token	4	7.0
S1-207329319	S3-887389489	name_token	1	2.0
S1-208682389	S2-121178832	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-208682389	S2-13335367	address,name_char_tfidf,name_fuzzy,name_token	4	6.0
S1-208682389	S2-143882982	name_fuzzy	1	0.653061224489796
S1-208682389	S2-174949950	name_token	1	4.0
S1-208682389	S2-194034279	name_token	1	4.0
S1-208682389	S2-242514743	name_fuzzy	1	0.6551724137931035
S1-208682389	S2-249963674	name_char_tfidf,name_fuzzy,name_token	3	6.0
S1-208682389	S2-251573774	name_token	1	4.0
S1-208682389	S2-256033433	name_fuzzy	1	0.6363636363636364
S1-208682389	S2-256128343	name_fuzzy	1	0.7083333333333333
S1-208682389	S2-281446020	name_token	1	4.0
S1-208682389	S2-314317780	name_token	1	4.0
S1-208682389	S2-321559511	name_char_tfidf,name_fuzzy,name_token	3	6.0
S1-208682389	S2-400262516	name_fuzzy,name_token	2	4.0
S1-208682389	S2-402560168	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-208682389	S2-453334141	name_fuzzy	1	0.6363636363636364
S1-208682389	S2-453647532	name_token	1	4.0
S1-208682389	S2-458498856	name_token	1	4.0
S1-208682389	S2-495368974	name_fuzzy	1	0.6909090909090909
S1-208682389	S2-51113746	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-208682389	S2-543086165	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-208682389	S2-543156737	name_token	1	4.0
S1-208682389	S2-586626603	name_char_tfidf,name_fuzzy,name_token	3	4.0
S1-208682389	S2-598991538	name_fuzzy	1	0.6382978723404256
S1-208682389	S2-636345851	name_char_tfidf,name_token	2	4.0
S1-208682389	S2-644723501	name_char_tfidf,name_fuzzy,name_token	3	4.0
