s1_entity_id	candidate_entity_id
S1-170142243	S3-439612999
S1-170142243	S2-214995449
S1-170142243	S3-524962071
S1-170142243	S2-994591566
S1-170142243	S2-491459312
S1-170142243	S3-595749651
S1-170142243	S2-508992088
S1-170142243	S3-294839489
S1-170142243	S2-999474189
S1-170142243	S3-822223294
S1-170142243	S3-827363192
S1-170142243	S2-456384613
S1-170142243	S2-182451150
S1-170142243	S3-296562679
S1-170142243	S2-544458156
S1-170142243	S3-691427366
S1-170142243	S3-720872951
S1-170142243	S3-734691895
S1-170142243	S2-367425597
S1-170142243	S3-984836328
S1-170142243	S3-277601701
S1-170142243	S3-474237833
S1-170142243	S2-748151670
S1-170142243	S3-948710579
S1-170142243	S2-685037457
S1-170142243	S2-224339770
S1-170142243	S3-835462857
S1-170142243	S3-519134920
S1-170142243	S3-647533317
S1-170142243	S3-74959665
S1-170142243	S2-542234642
S1-170142243	S3-779110229
S1-170142243	S2-26940134
S1-170142243	S2-110095736
S1-170142243	S2-504427491
S1-170142243	S3-847016909
S1-170142243	S3-729971742
S1-170142243	S2-529432442
S1-170142243	S2-593555250
S1-170142243	S3-264788706
S1-170142243	S2-331920032
S1-170142243	S3-989821180
S1-170142243	S3-608580236
S1-170142243	S3-889873031
S1-170142243	S3-474119884
S1-236048105	S2-263787016
S1-236048105	S3-169137908
S1-236048105	S3-136800035
S1-236048105	S3-268999059
S1-236048105	S3-145592674
S1-236048105	S2-254086908
S1-236048105	S2-787853458
S1-236048105	S3-490042878
S1-236048105	S3-417703810
S1-236048105	S3-819910251
S1-236048105	S3-896947963
S1-236048105	S2-363864113
S1-236048105	S2-628349925
S1-236048105	S2-335049245
S1-236048105	S2-627958031
S1-236048105	S2-347067217
S1-236048105	S2-720739955
S1-236048105	S3-355101005
S1-236048105	S3-949980923
S1-236048105	S3-649244577
S1-236048105	S2-923301285
S1-236048105	S3-326991655
S1-236048105	S2-711914940
S1-236048105	S2-200614171
S1-236048105	S3-52215282
S1-236048105	S2-334944087
S1-236048105	S2-598844708
S1-236048105	S3-46545161
S1-236048105	S3-562473151
S1-236048105	S3-806715462
S1-236048105	S2-195961352
S1-236048105	S2-543871057
S1-236048105	S3-82002407
S1-236048105	S2-710274452
S1-236048105	S2-76303055
S1-236048105	S3-766811302
S1-236048105	S2-740314477
S1-236048105	S2-975289995
S1-236048105	S3-828242661
S1-236048105	S2-425527496
S1-236048105	S2-221959152
S1-236048105	S2-534365260
S1-236048105	S2-236818768
S1-236048105	S2-526711890
S1-236048105	S2-464526467
S1-236048105	S3-386233034
S1-236048105	S3-439745267
S1-236048105	S3-121936101
S1-236048105	S3-695919514
S1-236048105	S3-90384215
S1-878786813	S2-832210980
S1-878786813	S3-470506052
S1-878786813	S3-446803667
S1-878786813	S2-63220718
S1-878786813	S3-329341323
S1-878786813	S3-25627690
S1-878786813	S2-957042616
S1-878786813	S2-46884221
S1-878786813	S2-7677569
S1-878786813	S2-158061583
S1-878786813	S2-125968469
S1-878786813	S3-339028612
S1-878786813	S2-312894495
S1-878786813	S2-234869441
S1-878786813	S2-269005803
S1-878786813	S3-859373053
S1-878786813	S3-594590240
S1-878786813	S3-919997293
S1-878786813	S3-620856171
S1-878786813	S2-9863622
S1-878786813	S2-132460036
S1-878786813	S3-615826091
S1-878786813	S3-501190208
S1-878786813	S3-616302047
S1-878786813	S2-9090712
S1-878786813	S2-422873707
S1-878786813	S2-406642416
S1-878786813	S3-510446799
S1-878786813	S3-956972725
S1-878786813	S2-940573403
S1-878786813	S2-396248934
S1-878786813	S3-447652094
S1-878786813	S3-308565750
S1-878786813	S3-504496235
S1-878786813	S2-105024789
S1-878786813	S3-506254376
S1-878786813	S2-668486855
S1-878786813	S2-30218961
S1-878786813	S3-695567621
S1-878786813	S2-825060931
S1-878786813	S2-333463007
S1-878786813	S3-346286357
S1-878786813	S2-672383933
S1-878786813	S2-57068657
S1-536435138	S3-262384901
S1-536435138	S2-673195186
S1-536435138	S3-671909315
S1-536435138	S2-535424355
S1-536435138	S3-977567780
S1-536435138	S3-200268227
S1-536435138	S2-132310962
S1-536435138	S3-307749198
S1-536435138	S2-578797862
S1-536435138	S2-850046906
S1-536435138	S3-464340748
S1-536435138	S3-444143825
S1-536435138	S3-998331090
S1-536435138	S2-727710931
S1-536435138	S3-723085466
S1-536435138	S3-499394704
S1-536435138	S3-422414684
S1-536435138	S2-978039411
S1-536435138	S3-929345756
S1-536435138	S2-725370882
S1-536435138	S2-651885580
S1-536435138	S2-878869657
S1-536435138	S3-234039030
S1-536435138	S3-866200589
S1-536435138	S3-787058082
S1-536435138	S2-722749133
S1-536435138	S3-161526895
S1-536435138	S2-849261063
S1-536435138	S2-747443437
S1-536435138	S2-321243781
S1-536435138	S3-99222693
S1-536435138	S3-886122066
S1-536435138	S3-162574620
S1-536435138	S3-803013209
S1-536435138	S3-46025111
S1-536435138	S3-654401889
S1-536435138	S2-38967620
S1-536435138	S3-651790413
S1-536435138	S2-409158734
S1-536435138	S3-33459694
S1-536435138	S3-127289081
S1-536435138	S2-249511951
S1-536435138	S2-922622641
S1-536435138	S2-337287946
S1-536435138	S2-201442439
S1-536435138	S3-279812093
S1-536435138	S3-2677141
S1-536435138	S3-630335888
S1-536435138	S3-351152963
S1-536435138	S2-381280185
S1-810086292	S2-684965383
S1-810086292	S3-667802512
S1-810086292	S2-616033211
S1-810086292	S2-977811485
S1-810086292	S3-161811747
S1-810086292	S2-981347268
S1-810086292	S2-57342550
S1-810086292	S3-534549209
S1-810086292	S2-946340575
S1-810086292	S2-229753596
S1-810086292	S2-461446640
S1-810086292	S2-970322293
S1-810086292	S2-187595798
S1-810086292	S3-994516412
S1-810086292	S2-696659585
S1-810086292	S3-410907540
S1-810086292	S3-993559788
S1-810086292	S2-74007998
S1-810086292	S3-169357209
S1-810086292	S3-839006980
S1-810086292	S3-230074747
S1-810086292	S2-373013269
S1-810086292	S2-487202346
S1-810086292	S2-83829047
S1-810086292	S2-232102796
S1-810086292	S2-11910314
S1-810086292	S3-955316927
S1-810086292	S2-736902897
S1-810086292	S3-68297145
S1-810086292	S2-221251850
S1-810086292	S3-407756432
S1-810086292	S3-977879512
S1-810086292	S3-873526616
S1-810086292	S3-755006091
S1-810086292	S3-856539492
S1-810086292	S3-544552581
S1-810086292	S2-63399896
S1-810086292	S3-86422842
S1-810086292	S2-526918257
S1-810086292	S2-197190002
S1-810086292	S3-631426504
S1-810086292	S2-723270665
S1-810086292	S3-712667029
S1-810086292	S3-626618436
S1-810086292	S2-575235402
S1-810086292	S3-432637288
S1-810086292	S3-773685332
S1-810086292	S3-962459263
S1-810086292	S3-453114446
S1-810086292	S3-402955455
S1-657519036	S2-331920032
S1-657519036	S3-264563120
S1-657519036	S2-544458156
S1-657519036	S3-294839489
S1-657519036	S2-367425597
S1-657519036	S2-35234108
S1-657519036	S3-889873031
S1-657519036	S2-750630651
S1-657519036	S3-980381852
S1-657519036	S3-989821180
S1-657519036	S3-437981797
S1-657519036	S3-524962071
S1-657519036	S2-999474189
S1-657519036	S3-822223294
S1-657519036	S2-182451150
S1-657519036	S2-219589837
S1-657519036	S3-984836328
S1-657519036	S2-417064439
S1-657519036	S2-95774315
S1-657519036	S3-691427366
S1-657519036	S2-491459312
S1-657519036	S2-224339770
S1-657519036	S2-542234642
S1-657519036	S3-636568441
S1-657519036	S3-729971742
S1-657519036	S3-474119884
S1-657519036	S2-334538444
S1-657519036	S2-65277881
S1-657519036	S3-218494948
S1-657519036	S2-992145243
S1-657519036	S3-948710579
S1-657519036	S2-235721509
S1-657519036	S2-933353662
S1-657519036	S2-471615859
S1-657519036	S3-779110229
S1-657519036	S3-312091339
S1-657519036	S3-608580236
S1-657519036	S3-752472641
S1-657519036	S3-655021065
S1-657519036	S3-827363192
S1-657519036	S2-26940134
S1-657519036	S3-296562679
S1-657519036	S2-529432442
S1-657519036	S3-965152536
S1-657519036	S3-577195301
S1-657519036	S3-25246144
S1-657519036	S3-333203035
S1-657519036	S3-354651152
S1-657519036	S3-946443220
S1-657519036	S3-346227482
S1-533419421	S3-324849460
S1-533419421	S3-924062635
S1-533419421	S2-428375790
S1-533419421	S3-556989280
S1-533419421	S3-577195301
S1-533419421	S3-25246144
S1-533419421	S3-333203035
S1-533419421	S3-354651152
S1-533419421	S3-946443220
S1-533419421	S3-346227482
S1-533419421	S3-638474188
S1-533419421	S2-468833882
S1-533419421	S3-470967888
S1-533419421	S3-446153310
S1-533419421	S3-974692977
S1-533419421	S2-510314780
S1-533419421	S3-174036202
S1-533419421	S2-414640650
S1-533419421	S2-48537853
S1-533419421	S2-780547093
S1-533419421	S2-776108614
S1-533419421	S3-161260530
S1-533419421	S2-51395753
S1-533419421	S3-248326471
S1-533419421	S3-532920051
S1-533419421	S3-669756688
S1-533419421	S3-213835616
S1-533419421	S2-502378016
S1-533419421	S3-644775053
S1-533419421	S2-513983055
S1-533419421	S3-582942704
S1-533419421	S3-883914088
S1-533419421	S2-367315504
S1-533419421	S3-479225177
S1-533419421	S3-240757396
S1-533419421	S2-906933992
S1-533419421	S3-602123673
S1-533419421	S3-68953666
S1-533419421	S2-412143035
S1-533419421	S2-557996746
S1-533419421	S2-863523059
S1-533419421	S2-605501962
S1-533419421	S2-487661454
S1-533419421	S2-763827949
S1-533419421	S3-498999912
S1-533419421	S2-386632090
S1-533419421	S2-849068661
S1-533419421	S3-619105304
S1-533419421	S2-421579400
S1-533419421	S2-233707254
S1-236909503	S3-234441977
S1-236909503	S3-174860654
S1-236909503	S3-266156713
S1-236909503	S3-29501667
S1-236909503	S3-459567382
S1-236909503	S3-816509045
S1-236909503	S3-131958995
S1-236909503	S2-926164954
S1-236909503	S3-664812619
S1-236909503	S2-242514743
S1-236909503	S2-480710783
S1-236909503	S2-287698402
S1-236909503	S2-585410334
S1-236909503	S2-847992560
S1-236909503	S2-122798400
S1-236909503	S2-901435066
S1-236909503	S3-108481120
S1-236909503	S2-331742995
S1-236909503	S3-370310275
S1-236909503	S3-671497875
S1-236909503	S3-977268137
S1-236909503	S2-822449630
S1-236909503	S3-687377127
S1-236909503	S3-702637165
S1-236909503	S3-624698782
S1-236909503	S3-86395009
S1-236909503	S3-647027547
S1-236909503	S2-294148111
S1-236909503	S3-132879457
S1-236909503	S3-251508043
S1-236909503	S2-571058179
S1-236909503	S2-10612159
S1-236909503	S3-90871336
S1-236909503	S2-57342550
S1-236909503	S2-36629105
S1-236909503	S3-842083806
S1-236909503	S2-964624564
S1-236909503	S3-589342278
S1-236909503	S3-572277034
S1-236909503	S3-800549082
S1-236909503	S3-579240292
S1-236909503	S3-427380869
S1-236909503	S3-168733158
S1-236909503	S2-467031091
S1-236909503	S2-550147966
S1-236909503	S3-337541778
S1-236909503	S2-696233561
S1-236909503	S3-272601822
S1-236909503	S2-545933138
S1-236909503	S2-292254072
S1-725540710	S2-671195116
S1-725540710	S2-657902660
S1-725540710	S3-874832190
S1-725540710	S2-613640053
S1-725540710	S3-479953326
S1-725540710	S2-643700715
S1-725540710	S3-46003470
S1-725540710	S3-372943702
S1-725540710	S3-850153686
S1-725540710	S2-976053921
S1-725540710	S2-447096995
S1-725540710	S3-683645858
S1-725540710	S2-765142468
S1-725540710	S3-820111364
S1-725540710	S2-102587308
S1-725540710	S3-202688374
S1-725540710	S2-350396364
S1-725540710	S3-460996033
S1-725540710	S3-285566119
S1-725540710	S3-723322056
S1-725540710	S3-240716193
S1-725540710	S3-267392929
S1-725540710	S3-623673269
S1-725540710	S3-79155465
S1-725540710	S2-212890991
S1-725540710	S2-105350442
S1-725540710	S3-476139367
S1-725540710	S3-395450251
S1-725540710	S3-507207011
S1-725540710	S3-201940235
S1-725540710	S3-206836310
S1-725540710	S2-281583219
S1-725540710	S2-967694413
S1-725540710	S3-504400913
S1-725540710	S3-638993296
S1-725540710	S3-426078813
S1-725540710	S3-114759156
S1-725540710	S2-770359146
S1-725540710	S3-223227051
S1-725540710	S3-897079391
S1-725540710	S3-1730098
S1-725540710	S2-787565878
S1-725540710	S2-527143591
S1-725540710	S2-653905421
S1-725540710	S3-934107725
S1-725540710	S3-740758318
S1-725540710	S2-542305368
S1-725540710	S2-241737906
S1-725540710	S2-743646566
S1-725540710	S2-16795557
S1-902926281	S3-590705581
S1-902926281	S2-123941109
S1-902926281	S2-155816868
S1-902926281	S2-442480517
S1-902926281	S3-401730059
S1-902926281	S2-361433279
S1-902926281	S3-592819399
S1-902926281	S2-735459275
S1-902926281	S3-752680533
S1-902926281	S3-640678011
S1-902926281	S2-116972032
S1-902926281	S2-456416966
S1-902926281	S2-627390860
S1-902926281	S2-814405422
S1-902926281	S3-804277556
S1-902926281	S3-962164025
S1-902926281	S2-639934596
S1-902926281	S2-859958760
S1-902926281	S2-298071608
S1-902926281	S3-305009419
S1-902926281	S2-295093445
S1-902926281	S3-249659870
S1-902926281	S2-411195634
S1-902926281	S3-496628746
S1-902926281	S3-916577890
S1-902926281	S3-996478162
S1-902926281	S2-987779174
S1-902926281	S2-255195922
S1-902926281	S3-54340013
S1-902926281	S3-671684390
S1-902926281	S3-54907372
S1-902926281	S3-880255200
S1-902926281	S3-567120870
S1-902926281	S3-157120016
S1-902926281	S3-93947627
S1-902926281	S2-71167167
S1-902926281	S2-702006535
S1-902926281	S3-408286960
S1-902926281	S3-932446529
S1-902926281	S3-727945209
S1-902926281	S2-236497328
S1-902926281	S2-573766291
S1-902926281	S2-766050872
S1-902926281	S2-489459877
S1-902926281	S2-810027578
S1-902926281	S3-556659746
S1-902926281	S2-930678566
S1-902926281	S2-361019153
S1-902926281	S2-643120069
S1-902926281	S2-472718557
S1-856522775	S2-776365599
S1-856522775	S3-37729489
S1-856522775	S3-870160908
S1-856522775	S2-240593794
S1-856522775	S3-998513627
S1-856522775	S3-486283136
S1-856522775	S3-791205322
S1-856522775	S2-842970431
S1-856522775	S3-990886801
S1-856522775	S2-455596747
S1-856522775	S3-846744492
S1-856522775	S3-857633380
S1-856522775	S2-938952817
S1-856522775	S2-375585503
S1-856522775	S2-971885408
S1-856522775	S2-831027288
S1-856522775	S3-597234068
S1-856522775	S2-620641441
S1-856522775	S2-940078956
S1-856522775	S2-798920285
S1-856522775	S3-11175627
S1-856522775	S3-715570091
S1-856522775	S3-717996744
S1-856522775	S3-223081834
S1-856522775	S3-579611758
S1-856522775	S2-123094737
S1-856522775	S2-51446078
S1-856522775	S3-631426504
S1-856522775	S3-329870174
S1-856522775	S3-358187913
S1-856522775	S2-879476336
S1-856522775	S3-758901704
S1-856522775	S3-887389489
S1-856522775	S3-493173392
S1-856522775	S3-296196316
S1-856522775	S3-646291094
S1-856522775	S3-368456951
S1-856522775	S2-696233561
S1-856522775	S2-999424539
S1-856522775	S2-447096995
S1-856522775	S3-621830886
S1-856522775	S3-624116895
S1-856522775	S2-142708346
S1-856522775	S3-667318210
S1-856522775	S2-660746305
S1-856522775	S3-886772558
S1-856522775	S2-60761506
S1-856522775	S2-653613388
S1-856522775	S3-797746649
S1-856522775	S2-941498115
S1-284516393	S2-101145583
S1-284516393	S2-17380666
S1-284516393	S3-710903268
S1-284516393	S3-213234540
S1-284516393	S2-567472655
S1-284516393	S3-293347385
S1-284516393	S2-692439584
S1-284516393	S2-270519210
S1-284516393	S3-281429709
S1-284516393	S2-816978687
S1-284516393	S3-820830441
S1-284516393	S2-841692206
S1-284516393	S3-573066542
S1-284516393	S3-941359584
S1-284516393	S3-642910425
S1-284516393	S2-954938276
S1-284516393	S2-475333506
S1-284516393	S3-75812204
S1-284516393	S3-781958416
S1-284516393	S3-716992242
S1-284516393	S3-345947515
S1-284516393	S3-415701493
S1-284516393	S3-973986166
S1-284516393	S2-164011854
S1-284516393	S2-831291071
S1-284516393	S3-594893391
S1-284516393	S2-296553788
S1-284516393	S3-565574420
S1-284516393	S2-965571145
S1-284516393	S3-777455192
S1-284516393	S2-165232913
S1-284516393	S3-435906091
S1-284516393	S2-116799176
S1-284516393	S3-673458654
S1-284516393	S3-666154891
S1-284516393	S3-739013596
S1-284516393	S2-904896381
S1-284516393	S2-71584175
S1-284516393	S2-447548954
S1-284516393	S2-780578205
S1-284516393	S2-255709652
S1-284516393	S3-416433062
S1-284516393	S3-474675309
S1-284516393	S2-894713796
S1-284516393	S3-947686458
S1-284516393	S3-511523251
S1-284516393	S2-591104602
S1-284516393	S3-352724455
S1-284516393	S3-332242646
S1-284516393	S3-929770206
S1-169164639	S3-698921924
S1-169164639	S3-333113488
S1-373896077	S2-613600660
S1-373896077	S3-291502909
S1-373896077	S3-703717036
S1-373896077	S2-637955261
S1-373896077	S3-305870214
S1-373896077	S2-84522845
S1-373896077	S3-371449099
S1-373896077	S3-742754948
S1-373896077	S3-234039030
S1-373896077	S2-39483508
S1-373896077	S2-29702641
S1-373896077	S2-595665211
S1-373896077	S3-499681508
S1-373896077	S3-148053658
S1-373896077	S3-993289796
S1-373896077	S3-215876385
S1-373896077	S3-641297885
S1-373896077	S3-408548378
S1-373896077	S3-758933392
S1-373896077	S2-458515552
S1-373896077	S3-616469933
S1-373896077	S2-35221167
S1-373896077	S2-295909711
S1-373896077	S2-238556927
S1-373896077	S3-705789399
S1-373896077	S2-806548925
S1-373896077	S3-793128436
S1-373896077	S2-825657399
S1-373896077	S2-889444102
S1-373896077	S3-715050030
S1-373896077	S2-595835475
S1-373896077	S3-118011147
S1-373896077	S2-797403484
S1-373896077	S2-11926160
S1-373896077	S3-611536095
S1-373896077	S3-954924131
S1-373896077	S3-626302593
S1-373896077	S3-628108921
S1-373896077	S3-5435559
S1-373896077	S3-327152351
S1-373896077	S2-955479758
S1-373896077	S2-486434029
S1-373896077	S2-853579960
S1-373896077	S3-378322769
S1-373896077	S3-701105935
S1-373896077	S3-842054289
S1-373896077	S3-236520117
S1-373896077	S3-853930535
S1-373896077	S2-864437900
S1-373896077	S3-577195301
S1-746691693	S2-518407282
S1-746691693	S2-359275811
S1-746691693	S2-416200825
S1-746691693	S3-672496136
S1-746691693	S2-588062892
S1-746691693	S3-671009695
S1-746691693	S2-456028212
S1-746691693	S2-996342715
S1-746691693	S3-915612332
S1-746691693	S2-585475628
S1-746691693	S2-47088457
S1-746691693	S3-51074701
S1-746691693	S3-460142186
S1-746691693	S3-716706448
S1-746691693	S2-95998181
S1-746691693	S2-572815860
S1-746691693	S3-300070354
S1-746691693	S2-867637436
S1-746691693	S2-292906434
S1-746691693	S3-472884809
S1-746691693	S3-483398348
S1-746691693	S2-394023440
S1-746691693	S2-314605924
S1-746691693	S2-908657146
S1-746691693	S3-554028813
S1-746691693	S2-317893279
S1-746691693	S2-442397226
S1-746691693	S3-311374495
S1-746691693	S3-274133370
S1-746691693	S3-532460672
S1-746691693	S3-2621860
S1-746691693	S3-669869416
S1-746691693	S3-837682568
S1-746691693	S2-817809716
S1-746691693	S2-251068563
S1-746691693	S2-792405120
S1-746691693	S2-343226413
S1-746691693	S3-820372265
S1-746691693	S3-928823529
S1-746691693	S2-613828754
S1-746691693	S3-687031428
S1-746691693	S2-481663453
S1-746691693	S3-686741457
S1-746691693	S3-37877993
S1-746691693	S3-684227576
S1-746691693	S3-597275605
S1-746691693	S3-36558216
S1-746691693	S3-754571353
S1-746691693	S3-101420558
S1-746691693	S2-624972052
S1-951832034	S3-402101530
S1-951832034	S3-287163256
S1-951832034	S2-408677307
S1-951832034	S2-691046787
S1-951832034	S3-51230522
S1-951832034	S3-845426456
S1-951832034	S3-857631730
S1-951832034	S3-176181204
S1-951832034	S2-410056618
S1-951832034	S2-286556688
S1-951832034	S3-459567382
S1-951832034	S3-816509045
S1-951832034	S2-27908426
S1-951832034	S2-831665249
S1-951832034	S2-32654007
S1-951832034	S2-740167472
S1-951832034	S2-16557943
S1-951832034	S2-342088208
S1-951832034	S3-577223719
S1-951832034	S3-808748230
S1-951832034	S2-723918754
S1-951832034	S3-398481821
S1-951832034	S3-887688565
S1-951832034	S3-370310275
S1-951832034	S3-202123973
S1-951832034	S2-60761506
S1-951832034	S2-159648613
S1-951832034	S3-982221735
S1-951832034	S3-872589250
S1-951832034	S3-983401122
S1-951832034	S3-413464455
S1-951832034	S2-629417008
S1-951832034	S2-459509000
S1-951832034	S3-537719308
S1-951832034	S2-640267097
S1-951832034	S3-429287026
S1-951832034	S2-756097048
S1-951832034	S3-27787119
S1-951832034	S3-736061057
S1-951832034	S2-373454758
S1-951832034	S3-477999931
S1-951832034	S2-420087999
S1-951832034	S2-107360962
S1-951832034	S3-603647782
S1-951832034	S2-894504888
S1-951832034	S3-854911522
S1-951832034	S3-66538767
S1-951832034	S3-978697712
S1-951832034	S3-477550587
S1-951832034	S3-292485936
S1-753419143	S3-729717147
S1-753419143	S2-339087181
S1-753419143	S2-598991538
S1-753419143	S2-783945280
S1-753419143	S3-871746773
S1-753419143	S2-941095079
S1-753419143	S2-440348744
S1-753419143	S2-883484447
S1-753419143	S2-454162657
S1-753419143	S2-249963674
S1-753419143	S2-256033433
S1-753419143	S2-61006635
S1-753419143	S2-242514743
S1-753419143	S2-16226755
S1-753419143	S2-119543399
S1-753419143	S3-148950695
S1-753419143	S3-824154616
S1-753419143	S3-505762260
S1-753419143	S2-95998181
S1-753419143	S3-480566123
S1-753419143	S2-691017134
S1-753419143	S3-324998417
S1-753419143	S3-695226866
S1-753419143	S2-543156737
S1-753419143	S2-429308620
S1-753419143	S2-714063931
S1-753419143	S3-859589808
S1-753419143	S2-442379267
S1-753419143	S2-558423124
S1-753419143	S3-109760215
S1-753419143	S3-996978203
S1-753419143	S2-27559629
S1-753419143	S2-683187143
S1-753419143	S3-26783353
S1-753419143	S3-914834449
S1-753419143	S2-531354151
S1-753419143	S3-801184026
S1-753419143	S2-198278441
S1-753419143	S3-769728854
S1-753419143	S3-685408874
S1-753419143	S2-298743570
S1-753419143	S2-345025523
S1-753419143	S3-788695633
S1-753419143	S3-975045917
S1-753419143	S3-473343865
S1-753419143	S3-468658814
S1-753419143	S2-495368974
S1-753419143	S2-2065988
S1-753419143	S2-805213029
S1-753419143	S3-937347839
S1-767934955	S3-788159926
S1-767934955	S2-222939040
S1-767934955	S2-447326344
S1-767934955	S2-867605865
S1-767934955	S2-466036489
S1-767934955	S3-232965838
S1-767934955	S3-389110422
S1-767934955	S3-910174233
S1-767934955	S2-127167766
S1-767934955	S2-918473326
S1-767934955	S2-917089438
S1-767934955	S2-89140728
S1-767934955	S3-854363024
S1-767934955	S3-471490543
S1-767934955	S3-683275804
S1-767934955	S3-350678001
S1-767934955	S3-836956942
S1-767934955	S2-27559629
S1-767934955	S3-500452745
S1-767934955	S3-813435809
S1-767934955	S2-842202554
S1-767934955	S3-78473192
S1-767934955	S3-90647349
S1-767934955	S3-421845319
S1-767934955	S3-643607727
S1-767934955	S2-336563181
S1-767934955	S2-636649553
S1-767934955	S3-321925642
S1-767934955	S3-744781811
S1-767934955	S2-298743570
S1-767934955	S3-456578501
S1-767934955	S3-712814373
S1-767934955	S3-975045917
S1-767934955	S2-957086610
S1-767934955	S2-577085797
S1-767934955	S2-306430100
S1-767934955	S2-612036878
S1-767934955	S2-267476618
S1-767934955	S2-976577942
S1-767934955	S3-865555337
S1-767934955	S3-329341323
S1-767934955	S2-674474128
S1-767934955	S2-17288970
S1-767934955	S3-105714046
S1-767934955	S3-965546227
S1-767934955	S2-146366457
S1-767934955	S3-769704989
S1-767934955	S3-551388423
S1-767934955	S2-518007655
S1-767934955	S3-172080265
S1-138351920	S3-820323500
S1-138351920	S2-807475812
S1-138351920	S2-128273531
S1-138351920	S2-381280185
S1-138351920	S3-694306505
S1-138351920	S2-532443771
S1-138351920	S3-220027539
S1-138351920	S3-41561012
S1-138351920	S3-301206769
S1-138351920	S3-850881816
S1-138351920	S2-705593465
S1-138351920	S3-446499334
S1-138351920	S2-211121716
S1-138351920	S3-180671729
S1-138351920	S2-123181161
S1-138351920	S3-247338194
S1-138351920	S3-739961021
S1-138351920	S3-373556378
S1-138351920	S2-692923085
S1-138351920	S2-937857207
S1-138351920	S2-701620759
S1-138351920	S3-965459174
S1-138351920	S2-571585757
S1-138351920	S2-51046711
S1-138351920	S3-680358238
S1-138351920	S2-306015575
S1-138351920	S3-286059717
S1-138351920	S3-582054028
S1-138351920	S2-558160939
S1-138351920	S3-695455660
S1-138351920	S3-55402771
S1-138351920	S3-415490758
S1-138351920	S3-844199042
S1-138351920	S3-429399547
S1-138351920	S3-705652011
S1-138351920	S2-843216267
S1-138351920	S3-776441597
S1-138351920	S3-411197828
S1-138351920	S3-235997177
S1-138351920	S3-117524284
S1-138351920	S3-937923353
S1-138351920	S3-836190004
S1-138351920	S3-772071932
S1-138351920	S2-552926418
S1-138351920	S3-289453473
S1-138351920	S3-926795138
S1-138351920	S2-691957051
S1-138351920	S3-618617083
S1-138351920	S3-908850900
S1-138351920	S2-859117545
S1-311937192	S3-586497664
S1-311937192	S2-563944797
S1-311937192	S3-751644206
S1-311937192	S2-63212610
S1-311937192	S3-543540905
S1-311937192	S3-162843413
S1-311937192	S3-749666703
S1-311937192	S3-863685005
S1-311937192	S2-450451576
S1-311937192	S2-659469104
S1-311937192	S3-488346839
S1-311937192	S3-328967427
S1-311937192	S2-12646753
S1-311937192	S3-335681201
S1-311937192	S2-629466393
S1-311937192	S2-621535020
S1-311937192	S2-450721474
S1-311937192	S2-659008083
S1-311937192	S2-638022376
S1-311937192	S2-934398537
S1-311937192	S2-955174524
S1-311937192	S3-550644310
S1-311937192	S2-571995509
S1-311937192	S2-686962323
S1-311937192	S3-435171628
S1-311937192	S3-113159442
S1-311937192	S2-198226220
S1-311937192	S2-358855638
S1-311937192	S3-803702546
S1-311937192	S3-769290472
S1-311937192	S2-398576823
S1-311937192	S3-478044385
S1-311937192	S3-463709098
S1-311937192	S2-558271124
S1-311937192	S2-846902267
S1-311937192	S3-516491500
S1-311937192	S3-18925596
S1-311937192	S3-705817960
S1-311937192	S2-757621935
S1-311937192	S2-715888882
S1-311937192	S3-245510192
S1-311937192	S3-440025758
S1-311937192	S2-736660881
S1-311937192	S2-611935473
S1-311937192	S2-284132288
S1-311937192	S3-792709284
S1-311937192	S2-395151585
S1-311937192	S3-719391178
S1-311937192	S3-619192116
S1-311937192	S3-367897036
S1-845522274	S3-972593387
S1-845522274	S3-127091046
S1-845522274	S2-319049444
S1-845522274	S2-250512226
S1-845522274	S2-773738668
S1-845522274	S2-592587111
S1-845522274	S3-310770759
S1-845522274	S3-205467537
S1-845522274	S3-66650611
S1-845522274	S2-226070480
S1-845522274	S3-995706277
S1-845522274	S2-13941347
S1-845522274	S3-35908111
S1-845522274	S3-120821165
S1-845522274	S3-816789901
S1-845522274	S3-29840520
S1-845522274	S3-531721264
S1-845522274	S3-514939757
S1-845522274	S2-931493665
S1-845522274	S3-879016224
S1-845522274	S3-346555268
S1-845522274	S2-509021976
S1-845522274	S2-69471936
S1-845522274	S3-729708332
S1-845522274	S3-830317763
S1-845522274	S2-388952907
S1-845522274	S3-98834171
S1-845522274	S2-248640519
S1-845522274	S2-653279632
S1-845522274	S3-130267472
S1-845522274	S2-224115694
S1-845522274	S2-797146183
S1-845522274	S2-235104006
S1-845522274	S3-180246456
S1-845522274	S3-763366053
S1-845522274	S3-997880913
S1-845522274	S3-446106419
S1-845522274	S3-45493171
S1-845522274	S2-791186475
S1-845522274	S3-159847031
S1-845522274	S3-220708398
S1-845522274	S3-36824892
S1-845522274	S3-181939132
S1-845522274	S3-624698782
S1-845522274	S2-161258310
S1-845522274	S3-748392598
S1-845522274	S3-260180299
S1-845522274	S3-884790295
S1-845522274	S3-730681342
S1-845522274	S3-110247182
S1-578174893	S3-24164531
S1-578174893	S2-655862106
S1-578174893	S3-955399846
S1-578174893	S2-46654311
S1-578174893	S2-797818660
S1-578174893	S2-564208538
S1-578174893	S2-883041884
