source1_entity_id	matched_entity_ids
S1-769619488	S2-137951905,S3-983711437
S1-939490688	S2-510278810,S3-940133236,S3-942354631
S1-71284994	S2-554485628,S3-169422534,S3-946195194
S1-752839022	
S1-457241467	S2-174194033,S3-736361542
S1-208682389	S2-13335367,S2-824336574,S2-98296923,S3-401976049
S1-938848060	S2-8505349,S3-196600168,S3-341995220
S1-144525073	S2-776849644,S3-162022375
S1-738203185	S2-169007811,S2-602763425,S2-715773823,S2-727313208,S3-22437747,S3-44401346,S3-649074748
S1-799097253	S2-633151184
S1-199702910	S2-750934992,S3-49154213
S1-222606235	S2-122923810,S3-851277886
S1-79664859	
S1-449387618	S2-400895768,S2-72346167
S1-538689048	
S1-408870056	S2-283733615,S2-707431008,S3-743550734
S1-341475409	S2-416266384,S3-179745767,S3-243721076,S3-425002410,S3-589832210,S3-905149744
S1-65784613	S2-430843013,S2-870858692,S3-366308608,S3-374081180
S1-178656456	S2-471284169,S3-103827885,S3-558261193,S3-597286025
S1-681098662	S2-972487412,S3-185836145,S3-690117229,S3-946742405
S1-25666003	S3-217048423,S3-560461891
S1-384396621	S2-681847073,S3-246244568,S3-53997183,S3-714847380
S1-976485117	S2-742581448,S3-158047009,S3-229686554,S3-300802275,S3-76938773,S3-920032449
S1-157075971	S2-211121716,S2-88445784,S3-308729184
S1-177669122	S2-436763530,S3-785645002,S3-789633012
S1-574597330	S2-353486049,S3-580335535,S3-619531009,S3-745396525
S1-277796692	S2-783812745,S3-282301003,S3-285396785,S3-931387448
S1-192066115	S2-142190454,S2-292025329,S3-18096391,S3-341494805
S1-618704174	S2-629206912,S3-2388650,S3-456151183
S1-72281536	S2-292254072,S3-904319926
S1-45252741	S2-391248156,S2-418222556,S3-104517610,S3-189098914,S3-517276128,S3-573324446,S3-886802183
S1-450618700	S2-488046128,S3-361833418,S3-81937983,S3-999092654
S1-202578176	S2-621330435,S3-722014919,S3-869257198
S1-910304460	S2-843028669,S3-472183393
S1-669638688	S2-241788197,S2-380051803,S2-592880634,S3-594613696,S3-884790295
S1-158409228	S2-289636573,S2-438243225,S2-591929534,S2-935677414,S3-241428461,S3-286244424,S3-286615172,S3-882252107
S1-637622185	S2-391502671,S3-316008266,S3-907287816
S1-644155092	S2-530455006,S2-625797360,S2-774543773,S3-389775316,S3-544982980,S3-904866792,S3-987033562
S1-123330682	S2-152311009,S2-8518609,S3-289481789,S3-465098617,S3-786618059
S1-649238538	S2-109380656,S2-241271291,S2-389881931,S3-168733158,S3-804472385
S1-196124805	S2-485936525,S2-521967779,S2-862601602,S3-528767013
S1-752578023	S2-304149748,S2-836505568,S3-570273831
S1-525094023	S2-736941983,S2-909653095,S2-926788796,S3-259578593
S1-743485548	S2-288976453,S2-452376154,S3-193154350,S3-358409177
S1-684607059	S2-728240350,S2-756862093,S3-892983076
S1-442809021	S2-332956096,S2-398233214,S3-222385080,S3-644696108
S1-835747291	S2-229145917,S2-661564098,S2-897130762,S3-932295144
S1-623993543	S2-358855638,S3-155968076
S1-130345826	S2-248029871,S3-46003470,S3-645038980
S1-764114843	S2-226483266,S2-335456808,S3-148568146
S1-294321565	S2-229819698,S3-805614339,S3-837548855
S1-390616880	S2-496380591,S2-838954784,S3-272941894,S3-373533724,S3-409577402
S1-60823411	S2-260026808,S2-486098610,S2-52265545,S3-223742508,S3-357344248,S3-601941917,S3-952640420
S1-877250577	S2-165232913,S2-780578205,S3-777455192,S3-820830441
S1-145490067	S2-386430024,S2-542369725,S3-230421305,S3-345085995
S1-41843797	S2-934987433,S3-259209156,S3-455841462,S3-750578843
S1-64285241	S2-58433036,S2-90782816
S1-397274285	S2-535624502,S2-8487397,S3-267304710,S3-96540038
S1-157731220	S2-755819310,S3-235867354,S3-34073840,S3-55984273
S1-120775250	S2-105058030,S2-352607441,S2-459038369,S2-891203438,S3-61217742,S3-658260238,S3-738328936
S1-413962509	S2-373779619,S3-206031335
S1-714642946	
S1-918990522	S3-37447706
S1-442262521	S3-268675162
S1-68161416	
S1-449790619	S2-919220369,S3-22609629,S3-792143524
S1-590773946	S2-861367011,S3-724938879,S3-874472735
S1-365396425	S2-235104006,S2-797146183,S3-130267472
S1-56556913	S2-129238611,S3-266026719,S3-487427006
S1-277743177	S2-594873304,S3-217533456,S3-714974839,S3-961848194
S1-377309209	S2-545617299,S2-645633135
S1-802842698	S2-578745332
S1-750009570	S2-199021946,S3-8739771
S1-734851410	S2-151308060,S3-158304607,S3-557176192
S1-941108817	S2-148325253,S2-455871992,S2-524514857,S3-130183293,S3-962950016
S1-503306856	S3-766314654
S1-945037506	S2-861259394,S3-163000717
S1-585559117	S2-346589632,S3-747068282
S1-865816013	S3-485151156,S3-514143521
S1-269770838	S2-166871057,S2-937303585,S3-19801856,S3-24573458
S1-706039440	S3-345386702
S1-75954230	S2-948225940
S1-310630315	S2-904402020,S3-117131502,S3-243473927,S3-916379142
S1-517683305	S2-258719094,S2-870253909,S3-475029927,S3-538952673,S3-919275552
S1-456378342	S2-126159778,S2-415166705,S3-314377473
S1-915983478	S2-720429286,S2-779807793,S2-963010721,S3-260311321
S1-23347444	S2-18963029,S2-918682208,S3-115477799
S1-219386036	S3-220033600,S3-737508475,S3-898578101
S1-710558824	S2-361173142,S2-82895538,S3-569156167
S1-521713985	
S1-344152319	S2-25350937,S3-613342865,S3-952342593
S1-819543364	S2-681113457,S2-698566187,S3-395811222,S3-77329533
S1-195880082	S2-419854416,S2-455340020,S3-449317669,S3-620297324
S1-57693310	S2-150232100,S2-571846710,S3-169898620
S1-153609913	S2-355579218,S2-463135355,S3-221664304,S3-292098750,S3-509638887
S1-792872528	S2-537622018,S2-895574799,S3-386494024
S1-86843521	S2-440154835,S2-848928551,S3-646213630,S3-702949791
S1-940151781	
S1-838870863	S2-2065988,S2-331547391,S2-423365706,S3-658367585,S3-779858601,S3-786605790,S3-801184026
S1-769453592	S2-935347509,S3-192678983,S3-644589287
S1-819980199	S2-946024273,S3-626618436,S3-761303907
S1-886381285	S2-361019153,S2-814405422,S2-930678566,S3-408286960
S1-377912796	S2-174749893,S2-924309076,S3-107968680,S3-404913044
S1-920346567	S2-240652440,S2-763174972,S3-573108688,S3-787100319,S3-951344251
S1-219765772	S2-359968183,S2-73475891,S3-363685397,S3-985947781
S1-564556684	S2-856062910,S3-142684195
S1-499777510	S2-753205658,S3-260201275
S1-503885567	S3-233843295,S3-726903495,S3-896592941
S1-392417866	S2-22726394,S2-41519359,S2-685515868,S2-770103531,S3-176181204,S3-890454919
S1-109396190	S2-498322747,S2-842970431,S3-486283136,S3-791205322,S3-990886801,S3-998513627
S1-866741616	S2-585650677,S3-673388311
S1-541652796	S2-773814500,S3-377484195,S3-962839251
S1-996507806	S2-116324647,S2-847992560,S3-241703178,S3-717246589
S1-139401572	S2-4195066,S2-546649066,S3-298983021,S3-741971330,S3-950867925
S1-997120663	S2-507750810,S2-994370228,S3-272539764,S3-670359773,S3-93858821
S1-303213003	S2-800084063,S2-936287283,S2-992350911,S3-60794510,S3-896404476
S1-806485693	S2-764286034,S3-104773719
S1-809240291	S2-176793659,S2-998866703,S3-158846260,S3-450271183
S1-184137996	S2-261336053,S2-604887916,S3-398386668,S3-673093972,S3-710622639
S1-174290728	S3-334495956,S3-383468836
S1-258969920	S2-359037077,S2-796352072,S3-240757396,S3-354457674,S3-752472641,S3-989821180
S1-984025934	S2-507287370,S2-628091481,S2-966386143,S3-313079213,S3-86793640,S3-97838567,S3-990195188
S1-713416149	S2-21493091,S2-647338340,S2-951487367,S3-245442044,S3-569900257,S3-744986958
S1-272254334	S2-806245277,S3-107362621,S3-649403553
S1-160812869	S2-77516376,S3-108068657,S3-842837153
S1-792896996	S3-246043699,S3-752590254,S3-755276261
S1-346681735	S2-370056126,S2-421049955
S1-203772241	S2-30874922,S2-537317398,S2-619184087,S2-861997455,S3-209197328,S3-810179605
S1-839348084	S2-691979440,S3-114150597
S1-716080061	S2-308187284,S2-52938642,S2-813246029,S3-559387084
S1-599310463	S2-184453112,S2-924708653,S3-679184843
S1-373635517	S3-947694541
S1-419167253	S2-101902970,S2-428717747,S3-214801883,S3-734299305
S1-188134909	S3-135506976,S3-139997234,S3-476847136
S1-360503863	S3-245459673,S3-358711159,S3-697099534
S1-86441125	S2-425523866,S2-548486958,S3-168671974,S3-363640650,S3-413464455,S3-95863556
S1-787719241	S2-858354524,S3-703197377
S1-892952625	S2-249655095,S2-314971829,S2-494615324,S3-272930521,S3-860164513
S1-918713810	S2-561824231,S2-736137170,S2-83057284
S1-228884127	
S1-391814388	S2-121271277,S3-53709772
S1-586172272	S2-115376155,S2-284132288,S2-762119244,S3-156588948,S3-245510192,S3-476760931
S1-988708229	S2-707158229,S2-894790939
S1-121332262	S2-30385528,S3-148053658,S3-226620680,S3-327152351
S1-719693602	S2-856007932,S3-570765955
S1-174657	S3-128008293,S3-218448202
S1-834864420	S2-439776720,S2-503381842,S2-651524412,S3-412507701,S3-692422930,S3-857179791,S3-89638034
S1-183878283	S2-789226248,S2-8382760,S3-479556783,S3-606973969,S3-796640923
S1-111004357	S3-366986772,S3-54424857
S1-336713437	S2-444713926,S2-680507036,S3-433049048,S3-460725413,S3-785285082
S1-125627390	S2-209176813,S3-634832082,S3-641376499
S1-402272627	S2-733943092,S3-590995040,S3-831581600
S1-167098629	S2-153823849,S2-681518764,S3-227962487,S3-296084531
S1-715888147	S2-615018618,S3-304799102
S1-76146608	S2-731798175,S3-611398337,S3-987921206
S1-552611163	S2-505027039
S1-461462917	S2-326582224,S2-493624048,S2-586815125,S3-186066121,S3-3336714,S3-365252656,S3-775202212
S1-769557971	S2-308435748,S2-332444191,S2-671910180,S2-788939541,S3-261514236,S3-562670371,S3-668091884,S3-954912425
S1-393893683	S2-29702641,S2-806548925,S2-858660470,S3-617528981
S1-202503754	S2-253976027,S2-340146945,S2-410213908,S2-514444327,S2-830698718,S3-185853560,S3-280940689,S3-389460829,S3-680689290
S1-17463957	S2-399261475,S2-956607497,S3-827363192,S3-835462857
S1-600526776	S2-170289426,S2-483300875,S2-957562492,S3-149054551,S3-770808282
S1-877792801	S2-987807449,S3-349250100
S1-557732888	S3-51434313,S3-551924161,S3-605275924,S3-982486206
S1-256795949	S2-546349204,S3-298359339
S1-865704860	S2-425840854,S2-938788648,S3-163483850,S3-287582952,S3-313047310,S3-355650906,S3-792938654,S3-868649926,S3-952260600
S1-810734839	S2-119011500,S3-244783304,S3-867569716
S1-594559549	S2-470262564,S2-571585757,S3-301206769,S3-703937841
S1-245023930	S2-129457197,S2-637111758,S2-83099065,S2-889619707,S3-345912159,S3-919954258
S1-370712658	S2-406613999,S2-510938652,S3-21931624
S1-155840225	S2-640883675,S3-115915832,S3-430146803,S3-45917131,S3-523530588,S3-531151141
S1-152731297	S2-377938746,S2-493051152,S2-902844225,S3-399978436,S3-641648111,S3-891372463
S1-637685044	S2-282755275,S2-720950466,S3-356734271,S3-549057080
S1-724608342	S2-587748873,S3-868149099
S1-136933096	S2-207870499,S2-398021126,S2-866518535,S3-417307748,S3-83826747
S1-595528482	S2-897700073,S3-356441967,S3-714712507,S3-789669465
S1-652185060	S2-548788584,S3-974721406
S1-75762876	S2-59326140,S2-669074651,S3-313157124,S3-35168866
S1-992567987	S2-901223558,S2-947950779,S2-957936048,S3-210848250,S3-614360710,S3-687213973
S1-534799627	S2-569407312,S2-914849378,S3-22575463,S3-23921995
S1-228398068	S2-725697999,S3-841336357
S1-700383051	S2-460986271,S2-996620656,S3-192725946,S3-662987550
S1-713283744	S2-792984369,S3-21962216
S1-472872032	S2-284837701,S3-292287572,S3-344625492
S1-300912906	S2-368760782,S3-238164062
S1-739775071	S2-64815057,S3-188657047,S3-224938812,S3-555504729,S3-595434168
S1-502039482	S2-708364396,S2-797257199,S2-884552066,S3-68237486,S3-689635019
S1-96425143	S3-984609390
S1-583094024	S2-269224248,S2-687057839,S3-148950695,S3-553170067,S3-695226866,S3-748402326
S1-761643903	S2-717809662,S3-577387748
S1-778726773	S2-634541090
S1-569268640	S2-347278420,S2-969880193
S1-952774802	S2-10226180,S2-854387168,S3-880488284
S1-155033161	S2-108148444,S2-740918574,S3-347575702,S3-380699791,S3-758241684
S1-434956269	
S1-9568196	S2-114881528,S2-316408957,S3-45978255
S1-76507658	S2-192196269,S2-199917633,S2-208015340
S1-288143358	S2-392636252,S2-754934483,S2-839876436,S3-274927598,S3-382909824,S3-52298530,S3-572966455,S3-846912110
S1-382861164	S2-676596968,S3-17495277,S3-374363503,S3-754679139
S1-291109440	S2-794460251
S1-39113532	S3-467386492
S1-451119317	S2-21502080,S3-19815285,S3-237141577,S3-711000375,S3-804233376
S1-360877297	S2-418968185,S2-9454718,S3-332824886,S3-628056015
S1-465007516	S2-279419784,S2-94667719,S2-988482740,S3-773129949,S3-807766003
S1-892739871	S2-487802918,S3-362197035,S3-521282332
S1-568546215	S2-245631206,S2-728165215,S3-192212207,S3-719445262
S1-7646325	S2-109579023,S2-808464735,S2-828492462,S2-992160407
S1-142161944	
S1-597096405	S2-643386673,S3-555405995,S3-854346042
S1-504261681	S2-155056488,S2-79285582,S2-944428013,S3-32527493,S3-400442937,S3-594124389,S3-98429597
S1-839680533	S2-166266175,S2-267062728,S2-752175640,S2-794999316,S3-723503170,S3-892087197,S3-959662523,S3-998317620
S1-84668021	S2-706975881
S1-776954181	S2-611935473,S2-757621935,S3-488237354,S3-516491500
S1-247267200	S2-399323341,S2-515628895,S3-117967737,S3-28688511
S1-215958440	S2-526218184,S3-939697009
S1-785596927	S2-647664053,S2-945178830,S3-207472608,S3-39781502
S1-255499373	S2-530795636,S2-885649228,S2-932707839
S1-489543846	S2-138426743,S3-924726929,S3-966650162
S1-185502834	S2-337275476,S2-446557062,S3-545244572
S1-623858923	S2-853579960,S2-953732029,S2-955479758,S3-321682015
S1-823741381	S2-58990080,S2-721918476,S3-559310547,S3-741560270
S1-103306793	S2-186650811,S2-844623850,S3-569625706,S3-658852159
S1-384915150	S2-108422085,S2-157358394,S3-507102499
S1-207084028	
S1-491036425	S2-679140983,S3-12484751,S3-824154616,S3-876097943
S1-34181833	S2-462431990,S3-244796689,S3-576267101
S1-702568540	S3-45493171
S1-498976806	S2-194713447,S3-495661913
S1-415628732	S2-758308282,S3-320564168,S3-351152963
S1-51279149	S2-534279441,S2-5356410,S3-500452745,S3-610056135,S3-633472822
S1-549815345	S2-804590895,S3-390556129
S1-563260368	S2-179933565,S3-101613543,S3-593720600,S3-60124360
S1-961234533	S2-169302112,S2-408754016,S2-648390444,S2-913946536,S3-118368016,S3-323332349
S1-651994278	
S1-372675685	S2-356226953
S1-748240635	S2-2562172,S3-3742928
S1-33537044	S2-439782541,S2-703571182,S3-96795992
S1-719875326	S3-114218815,S3-91974392
S1-965220880	S2-702719930,S3-27905705,S3-555129043,S3-599211801
S1-405520008	S2-733571442,S2-923785025,S3-460400982
S1-259841007	S2-481366303,S2-65362385,S3-207447074,S3-372778420
S1-847347269	S2-257762746,S2-534332374,S2-681334894,S2-869028410,S3-107576086,S3-227455433,S3-535116618
S1-714440011	S2-505459302,S3-399524528,S3-970744474
S1-775803070	S2-464320557,S2-682214945,S3-610385758
S1-195080397	S2-261132122,S2-697800349,S3-221786955,S3-427100407,S3-885176570
S1-837652863	S2-79410728,S3-187667100,S3-548232818,S3-708590293
S1-165879099	S2-327347383,S2-400493204,S3-441779672
S1-149898575	S2-219498817,S2-887657633,S3-933183664
S1-733371127	S2-252698327,S2-568981868,S3-209469104,S3-539490541
S1-271817074	S2-7470083,S3-125997147,S3-354287361,S3-570259660
S1-717996570	S2-644557130,S3-169905071
S1-867117724	S2-111990908,S2-120423309,S2-99777232
S1-642004710	S3-279917847
S1-502781798	S2-238722533,S2-277904545,S3-563795183
S1-152672519	S2-40333680,S3-381544741,S3-844891644,S3-881927691,S3-983010097
S1-749067273	S2-147597700,S2-737523787,S2-967249485,S3-185086847,S3-569341847,S3-774132357
S1-934706080	S2-539797174,S2-728326356,S3-477999931
S1-150089224	S2-949724056,S3-400790586,S3-655070981
S1-335301031	S2-211145788,S2-448236984,S3-794706278
S1-581088143	S2-247550762,S2-323802851,S2-685574633,S2-735148041,S3-902946857
S1-915540133	S2-301017229,S2-327039717,S2-82967891,S3-464012311,S3-549070126,S3-926917633
S1-485746878	
S1-193577408	S2-601789983,S3-152515064,S3-678414323,S3-788045302
S1-202442008	S2-533448274,S2-80056537,S3-659080786,S3-832983780
S1-647072167	S2-224087352,S2-522052970,S2-642232023,S3-539491698,S3-550600723,S3-958920797
S1-955841937	S3-303712116,S3-709155747
S1-702623830	S2-591093417,S3-332219915,S3-829447981
S1-908044271	
S1-581169009	S2-161558142,S2-473280780,S2-802063325,S3-395250899,S3-398255581
S1-530544910	S2-137671220,S2-552789269,S3-398630095,S3-944871297
S1-203955016	S2-242114245,S2-242193740,S2-396085677,S2-911994188,S3-26196282,S3-296037036
S1-428622363	S2-342718417,S2-370601468,S2-850068158,S3-9936635
S1-56989020	S2-192857282,S2-219682463,S2-52372336,S2-853245626,S3-142867134
S1-241389619	S2-201857567,S2-670119851,S3-472806882,S3-486567268
S1-209008446	S2-37848567,S2-464453661,S2-992532092,S3-126144852,S3-353524462
S1-9730963	S2-165977841,S2-768021392
S1-386601124	S2-674639677,S2-705504637,S3-594893391,S3-660179965
S1-407542251	S2-721025894,S2-751003448,S3-869684768
S1-482632930	S2-447041363,S2-466036489,S3-335022110,S3-426126889,S3-521304055
S1-924302858	S2-652313008,S3-611193392,S3-956975734
S1-938180046	S2-53603175,S2-659887383,S3-185830354,S3-649908877,S3-958738783
S1-741105843	S2-506544694,S2-759909124,S3-626634961
S1-697138545	S2-243239635,S2-483730262,S2-583581365,S3-176929729
S1-444858095	S2-564484372,S2-961949166,S3-372466094
S1-969403285	S2-357075986,S2-545662886,S2-779346514,S3-867737351
S1-479161107	S2-13132039,S2-49850640,S3-39451796
S1-310278174	S2-147249259,S3-102277272
S1-20876055	S2-124172060,S2-317481128,S2-73444334
S1-226090714	S2-38619156,S3-732345507,S3-796332798,S3-868321467
S1-558219253	S2-894761114,S3-166949745,S3-72999449,S3-918947657
S1-973078151	S2-517469621,S2-613224956,S2-979310766,S3-439312690,S3-544763532,S3-559728240
S1-471700224	S2-827461283,S2-978971631,S3-514031002,S3-799568899,S3-916380547
S1-588225957	S2-747575632,S3-171910255,S3-381837220,S3-453259107,S3-459613034
S1-912991887	S2-29312169,S2-604090922,S3-993991292
S1-504933019	S2-69219149
S1-404079969	S2-672526973,S3-209918859
S1-419922883	S2-748151670,S3-474237833,S3-519134920
S1-149756625	
S1-132449362	S2-737533548,S3-199994911,S3-417150594,S3-43403457,S3-740677107,S3-890956063,S3-953333893
S1-679713048	S2-739670459,S3-325343968,S3-546457242
S1-883760053	S2-619267810
S1-936115324	S2-235324443,S2-263688085,S2-926874499,S3-522310195,S3-973173239
S1-830650781	S2-352189198,S3-622834834
S1-390872819	S2-352623889,S2-462510815,S2-539266338,S3-748335272
S1-292684571	S2-627958031,S2-76303055
S1-651483834	S2-453351217,S3-424949927,S3-809549272,S3-836599150
S1-145562720	S2-206802660,S2-428458146,S2-649199587,S3-172008014
S1-291654549	S2-454835742,S3-90360043
S1-699460640	S2-690890088,S3-55848313
S1-509859051	S2-242916969,S2-889547058,S3-435423320,S3-69146257
S1-831456529	S2-383835776,S3-212295443,S3-329776460,S3-894138821,S3-93939404
S1-45275723	S2-130718985,S2-466114429
S1-869319064	S3-790191261
S1-854063113	S2-314605924,S3-274133370
S1-21164424	S2-13606653,S2-260357546,S2-580671099,S3-247752040
S1-810962623	S2-210381624,S2-571700196,S3-581048467,S3-625469386,S3-890718422
S1-947563235	S2-646891361,S3-151348292,S3-222537562,S3-51759537,S3-631477158
S1-175389879	S2-316849021,S2-759264960,S2-891593356,S3-427380869,S3-722464448
S1-626949347	S2-328243888,S2-967700098
S1-963573260	S2-269005803,S3-346286357,S3-956972725
S1-361048423	S2-506731445,S2-831169888,S3-502448593
S1-383737004	S2-350202349,S3-980877971
S1-520027791	S2-262629705,S2-719582544,S3-261795938,S3-876679255
S1-48068006	S3-590418668
S1-860418255	S2-117975400,S2-35748681,S2-986705579,S3-121672349,S3-827718285,S3-99625301
S1-475183963	S2-678168181
S1-191209328	S2-565620456,S3-584137725,S3-99060690
S1-524084751	S2-762430078,S2-930822949,S3-95939324
S1-408941682	S2-314317780,S2-400262516,S2-543086165,S2-737762637,S3-547926341
S1-386550076	S2-287343500,S3-214660836
S1-748867572	S2-150090208,S2-573190638,S2-631220695,S3-179178329,S3-726962279
S1-586802916	S2-463583099,S3-178727963,S3-677994013,S3-876317807
S1-843199788	S2-629466393,S2-659469104,S2-934398537,S2-955174524,S3-162843413
S1-252570434	S2-997838077,S3-780395818,S3-788042948
S1-400898759	S2-561199584,S3-112210786
S1-92120993	S2-430605888,S2-490821141,S2-533054080,S3-294886213,S3-974592399
S1-734475733	S2-163768752,S3-281881400,S3-445245176
S1-34603018	S3-162199234
S1-421140629	S2-94497003,S3-125287699,S3-188489616,S3-379138037
S1-61939087	S2-383609200,S2-421905325,S3-230100035,S3-522899841
S1-328875820	S2-326520804,S2-663383586,S2-831772790,S2-83298080,S3-390924743
S1-93843316	S2-563073,S2-641570604,S2-835653830,S2-839706772,S3-446557194,S3-807887946
S1-243964430	S2-352204337
S1-970720582	S3-925315481
S1-71184815	S2-169503815,S2-434897211,S3-121313897,S3-883422015,S3-953045012
S1-153485613	S2-392610613
S1-537410650	S2-381830694,S2-394590932,S2-585519925,S2-6182325,S2-639844702,S3-364817782,S3-45333811,S3-871471218
S1-164081713	S2-320022558,S2-353412345,S2-86251493,S2-900805264,S2-940155859,S3-293482044,S3-947621347
S1-614013818	S2-236853424,S3-303939088,S3-977141681
S1-135251474	S2-181184985,S2-29839348,S2-343790643,S3-428216887,S3-924378606
S1-271049848	S3-915377057
S1-919750282	S2-214837895,S2-951414308,S3-46484309,S3-516417565
S1-88307124	S2-357582639,S2-610048427,S2-933345792,S3-979326327
S1-114144410	S2-46323170,S3-281576467,S3-980141555
S1-717921191	S2-240034173,S2-346393084,S2-627244679,S2-777583088,S3-486716648
S1-240637747	S2-153943935
S1-419625791	S2-238869418,S3-931777085
S1-576393711	S2-817374918,S3-165452142,S3-30005277,S3-497227706
S1-160393706	S2-869711874,S3-528894740,S3-534513182
S1-851051313	S2-102743925,S2-616064436,S3-590110449,S3-60530210,S3-853781828,S3-863114139
S1-468461684	S2-165987917,S2-429045520,S3-165362667,S3-322247857,S3-331791236
S1-960182443	S2-457877771,S2-850046906,S3-886122066
S1-425569447	S2-10734256,S3-17462469
S1-67490113	S2-289261959,S2-906091656,S3-688285022
S1-894269774	S2-369535625,S3-573723665,S3-633158653
S1-800301400	S2-476753419,S2-721685553
S1-140176981	S2-603186246
S1-355343805	
S1-31505100	S2-241349919,S2-518180138,S2-992285252,S3-137936234,S3-262063563,S3-321037673,S3-640278991
S1-443154384	S2-781289854,S2-994491779,S3-12964700,S3-62940186,S3-637551365
S1-52701010	S2-497277606,S2-924412925,S3-23835236
S1-215328816	S2-447467378,S2-99948078
S1-12075135	S2-886461076
S1-525096876	S2-522952035,S2-826779599,S3-433755974,S3-860531453
S1-159104980	S2-779507242,S3-216175149
S1-233316635	S2-628597238,S2-769385729,S3-295896909,S3-532157697
S1-394705639	S2-135005185,S3-597078852
S1-682811460	S2-55354660,S3-695283631
S1-233578344	S2-312914942,S3-814533832,S3-954198404
S1-464679420	S2-359897550,S2-620641441,S3-329870174,S3-646291094,S3-857633380
S1-704010386	S2-710715630,S3-746562682
S1-274659648	S2-772983988,S2-778291045,S3-173727206,S3-211856633,S3-218749853,S3-2537869,S3-304749447
S1-141941354	S2-307833066,S2-74007998
S1-753165522	
S1-114307063	S2-345419606,S3-886699862
S1-223404776	S2-104707989,S3-134062377,S3-487826712,S3-532304714,S3-860262430
S1-967303502	S2-984365715,S3-484487622,S3-64405343,S3-943110723
S1-544019441	S2-742004627,S2-958736361,S3-177906458,S3-788798267,S3-84023392
S1-630494536	S2-605458161,S2-951317162,S3-117524287,S3-78735580
S1-243732195	S2-118798004,S3-842214075
S1-671071076	S2-174511934,S2-440443694,S2-991227428,S3-340715606,S3-383776336
S1-243418626	
S1-787776209	S2-327481681,S2-41922818,S2-853050643,S3-27419945
S1-331714707	S2-444646415,S2-647840742,S2-853756024,S2-935213094
S1-312677351	S2-211807217,S2-408994894,S2-463523896,S3-420917708
S1-925425921	S2-85909696,S3-476583742,S3-486666662,S3-498486114
S1-880561678	S2-130875855,S3-58751681,S3-906013436
S1-401153469	S2-152010346,S2-2400848,S2-836028736
S1-779954871	S2-317665841,S2-812505364
S1-445075595	S2-389320395,S2-624007789,S3-105444830,S3-686743946
S1-434719296	S2-701891242,S2-859747961
S1-701583396	S2-343152285,S2-482400830,S2-550622607,S3-193946989,S3-327922333
S1-247284513	S3-748392598
S1-805319803	S2-134516401,S2-533735008,S2-780112789,S3-667879692
S1-667017397	
S1-14516084	S2-122537832,S2-134650115,S2-318969298,S3-342694025
S1-367291716	S3-135476577
S1-283806184	S3-38134376,S3-850721431
S1-530966759	S2-16703479,S2-909863156,S3-232760534
S1-885988979	S2-439326583,S2-44330691,S2-55989037,S3-52818672
S1-169612171	
S1-751724860	S2-29628731,S2-312371064,S2-605497584,S3-708913303
S1-118502154	S2-315738138,S2-570840006,S2-576729383,S2-84462712,S3-592354415,S3-896803713
S1-215012656	
S1-251057654	S3-518071932,S3-902123532
S1-839132383	S2-189428245,S2-654625655,S2-755517043,S2-820114399
S1-98323209	S2-31507054,S2-899557202,S3-658731440,S3-763434414
S1-801289176	S2-115544728,S3-64785079,S3-699672063,S3-761267408
S1-299748202	S2-436844992,S2-525249842,S3-159636646,S3-530397638,S3-848526598,S3-865555337
S1-514059871	S2-857440200,S3-448637357,S3-617126829
S1-422237198	S2-635968531,S3-15538015,S3-416046132,S3-886984399
S1-839336653	S2-60561143,S3-775670348,S3-886455424
S1-754857741	S2-665614545,S2-679054284,S2-815021964,S2-851499190,S3-172713559,S3-330603979,S3-526702042
S1-358500669	S2-37824669,S2-391870916,S2-715804224,S3-214125577
S1-559395449	S2-324409229,S3-21736943
S1-990135066	S3-863995751
S1-512305382	S2-299747925,S2-984571934,S2-997750951
S1-208831154	S2-289436444,S2-600974031,S2-956241979,S3-687684601,S3-894165708
S1-788224716	S2-966500811,S3-61950744
S1-838440848	S2-999281875,S3-413087318
S1-717843167	S2-185889193,S2-378511617,S2-747723658,S3-431323688,S3-750195769
S1-351397229	S2-960730056,S3-133689594,S3-372769834,S3-649177624,S3-660103955
S1-839132496	S2-135902629,S2-302388709,S3-623393251,S3-840812804
S1-455565134	S2-479672062,S3-551575520,S3-780315611,S3-792519134,S3-854887663
S1-198675986	S2-215620421,S2-337672180,S2-957213140,S3-358091796,S3-971948820
S1-871380077	S2-639481062,S2-839466792,S3-112746484,S3-214287859,S3-426826515,S3-430060456
S1-774249108	S2-450721474,S2-659008083,S2-942242671,S3-488346839,S3-751644206
S1-55102023	S2-26769586,S2-678252225,S3-268574725,S3-740133508
S1-491138472	S2-197200716,S2-788106715,S3-43710305,S3-67035158,S3-726933950,S3-928683234
S1-388065298	
S1-40508795	S2-114177474,S2-303541169,S3-761871191,S3-999788629
S1-705906271	S2-37772896,S2-838272304,S2-951004133
S1-780189346	S2-582090526,S3-258463183,S3-825532605
S1-895531389	S2-155647822,S2-461083137,S3-206401112,S3-287471998,S3-546138393
S1-524655338	
S1-198841366	S2-264172545,S2-361825718,S3-221405273,S3-287756305,S3-328628579,S3-433098719
S1-383136037	S2-400936747,S2-471516390,S2-496557831,S2-869072984,S3-168271921,S3-400901023,S3-545022863
S1-13979681	S2-667437916,S3-182961272,S3-224700639,S3-370107246,S3-582970491
