source1_entity_id	candidate_entity_ids
S1-942384126	S2-226631042,S2-248822029,S2-266140719,S2-281194575,S2-31242867,S2-324934680,S2-33954391,S2-365894137,S2-48490656,S2-485296011,S2-505626994,S2-512194684,S2-519094070,S2-522952035,S2-584538071,S2-639449232,S2-716482919,S2-749113346,S2-792929142,S2-799759056,S2-826779599,S2-851450543,S2-894272151,S2-918084790,S2-984236088,S3-110868255,S3-144179915,S3-169763846,S3-17462469,S3-17868593,S3-224796411,S3-231932455,S3-254400765,S3-264259224,S3-343812038,S3-381235654,S3-412205465,S3-4162642,S3-433755974,S3-443786129,S3-47043354,S3-509450309,S3-624048969,S3-627488365,S3-653359024,S3-731929384,S3-792529557,S3-849704157,S3-860531453,S3-924158204,S3-926182231,S3-956093237,S3-973286895
S1-361859792	S2-177498220,S2-186161680,S2-196377817,S2-220339803,S2-273218824,S2-289636573,S2-294710760,S2-29601806,S2-346688562,S2-348783670,S2-350086796,S2-370804077,S2-385420681,S2-399323341,S2-434281532,S2-450129569,S2-466663007,S2-479284940,S2-480029681,S2-501907327,S2-571164874,S2-573726039,S2-585302850,S2-594390027,S2-610084060,S2-619317458,S2-630579272,S2-647664053,S2-655165556,S2-657728311,S2-659469104,S2-710727031,S2-786988846,S2-803608580,S2-805326019,S2-810585553,S2-8212094,S2-841077156,S2-84247394,S2-859286676,S2-870066039,S2-908377642,S2-920285889,S2-924049863,S2-932492957,S2-933904560,S2-93936962,S2-945178830,S2-967566963,S2-968758545,S2-97515221,S2-983263280,S2-998017542,S3-107188235,S3-135249363,S3-13692304,S3-138378521,S3-14946576,S3-169141849,S3-204699712,S3-204818060,S3-205471201,S3-219255900,S3-223639614,S3-226524657,S3-237141546,S3-251168933,S3-274310645,S3-320564168,S3-362532700,S3-396814159,S3-39781502,S3-40726845,S3-421186708,S3-435654357,S3-43789266,S3-45324372,S3-465486237,S3-482367708,S3-552628886,S3-558884314,S3-577387748,S3-584650652,S3-610303885,S3-647718422,S3-723920741,S3-724463193,S3-761215046,S3-785287689,S3-788972920,S3-793044337,S3-794792677,S3-795326594,S3-82400986,S3-843618513,S3-854887663,S3-872624603,S3-879525429,S3-893067609,S3-897019038,S3-900131811,S3-902123532,S3-910381537,S3-912251707,S3-926130355,S3-936213147,S3-938952505,S3-980161337,S3-999783698
S1-140546152	S2-10612159,S2-122798400,S2-136720718,S2-16863406,S2-192857282,S2-242514743,S2-245430487,S2-287698402,S2-294148111,S2-300735556,S2-302687822,S2-3097512,S2-315238946,S2-331742995,S2-350202349,S2-35742615,S2-400456023,S2-401740048,S2-412569369,S2-478980556,S2-480710783,S2-532090023,S2-539686210,S2-567024680,S2-571058179,S2-585410334,S2-596775824,S2-646554413,S2-66500934,S2-817407743,S2-822449630,S2-847607396,S2-847992560,S2-864033356,S2-877372842,S2-901435066,S2-908651346,S2-924593933,S2-926164954,S2-951704247,S2-964624564,S3-108481120,S3-131958995,S3-132879457,S3-143985594,S3-170169010,S3-174860654,S3-177771704,S3-213553913,S3-241352571,S3-251508043,S3-266156713,S3-29501667,S3-327229522,S3-358771226,S3-365252915,S3-370310275,S3-376220089,S3-377520822,S3-396957322,S3-415533273,S3-439814437,S3-459567382,S3-477817745,S3-59131913,S3-624698782,S3-644519956,S3-647027547,S3-653549927,S3-664812619,S3-671497875,S3-686447273,S3-687377127,S3-702637165,S3-726405523,S3-749042616,S3-770113320,S3-783112303,S3-791838826,S3-79279747,S3-816509045,S3-834283518,S3-86395009,S3-924257814,S3-932332413,S3-933899461,S3-961065235,S3-977268137,S3-980877971,S3-993180444
S1-980481856	S2-112050030,S2-126193689,S2-17288970,S2-199736172,S2-249548718,S2-253659647,S2-270754757,S2-275641898,S2-312992362,S2-345494622,S2-353236672,S2-386405719,S2-418398061,S2-46154570,S2-466884019,S2-479055186,S2-491411370,S2-497478833,S2-497876044,S2-537173799,S2-555356119,S2-558471626,S2-559719590,S2-673551690,S2-674474128,S2-861861805,S2-866165261,S2-928217474,S2-928844504,S2-936762632,S2-943951166,S3-10788933,S3-234850774,S3-394504951,S3-437729771,S3-457505674,S3-457627767,S3-522856749,S3-529630735,S3-557619767,S3-566409062,S3-587503102,S3-656319339,S3-751449406,S3-792879238,S3-831860314,S3-844635447,S3-850741570,S3-866482108,S3-909248647,S3-964944247,S3-972511546
S1-577222608	S2-105672570,S2-11245555,S2-129843044,S2-194034279,S2-194080257,S2-207840978,S2-215448464,S2-225777247,S2-269005803,S2-323471871,S2-343023289,S2-351050869,S2-357582639,S2-357983552,S2-381390760,S2-399785187,S2-402625653,S2-405531401,S2-406810865,S2-410504205,S2-417029606,S2-450967680,S2-471048115,S2-480728454,S2-490821141,S2-552462193,S2-556835800,S2-604227852,S2-633688554,S2-656459981,S2-666344322,S2-694726285,S2-703815992,S2-710771510,S2-714837441,S2-745213771,S2-77786627,S2-800138203,S2-80986359,S2-817843525,S2-821380633,S2-82256501,S2-842202554,S2-847576008,S2-91596764,S2-957870583,S2-962324495,S3-124646498,S3-132450203,S3-13270703,S3-21110445,S3-223742508,S3-263512087,S3-267208665,S3-347400419,S3-386295204,S3-398363546,S3-409039597,S3-411465788,S3-424335247,S3-454992702,S3-470052627,S3-484186399,S3-495188664,S3-546652758,S3-552076555,S3-600695306,S3-620856171,S3-657507586,S3-689037685,S3-698006124,S3-708011838,S3-719445262,S3-724383897,S3-751449406,S3-763427249,S3-805790598,S3-828041254,S3-838273936,S3-846169757,S3-866899419,S3-899583090,S3-901324655,S3-912298304,S3-930550638,S3-932939604,S3-946436847,S3-979868435
S1-317776099	S2-12281692,S2-127167766,S2-146366457,S2-17288970,S2-230373133,S2-267476618,S2-268087958,S2-27559629,S2-27756909,S2-285954308,S2-29309415,S2-298743570,S2-306430100,S2-323472628,S2-328244694,S2-336563181,S2-390131914,S2-456016011,S2-466036489,S2-509580574,S2-577085797,S2-612036878,S2-636649553,S2-674474128,S2-740473301,S2-750402615,S2-805589535,S2-842202554,S2-868652736,S2-889256041,S2-89140728,S2-917089438,S2-918473326,S2-934635301,S2-957086610,S2-97260074,S2-976577942,S3-105714046,S3-122111135,S3-169074849,S3-220212256,S3-232965838,S3-262979053,S3-287661031,S3-289957884,S3-300254429,S3-300499710,S3-321925642,S3-329341323,S3-332004002,S3-342232076,S3-350678001,S3-389110422,S3-398363546,S3-406434899,S3-421845319,S3-433500460,S3-456578501,S3-471490543,S3-472287270,S3-481772161,S3-500452745,S3-585858031,S3-624737557,S3-643607727,S3-64755546,S3-671479897,S3-683275804,S3-702293784,S3-712814373,S3-724869393,S3-734255766,S3-735994693,S3-744781487,S3-744781811,S3-74847333,S3-769704989,S3-78473192,S3-794375988,S3-801018010,S3-811718513,S3-813435809,S3-836956942,S3-854363024,S3-865555337,S3-876638792,S3-90647349,S3-910174233,S3-914979979,S3-944187368,S3-965546227,S3-975045917
S1-634246764	S2-116395154,S2-255318100,S2-261675819,S2-299713759,S2-337275476,S2-339943386,S2-343226413,S2-354559199,S2-359275811,S2-362258708,S2-416200825,S2-441612082,S2-446557062,S2-458789106,S2-481663453,S2-504688345,S2-522891341,S2-547167546,S2-553481566,S2-573624350,S2-596697039,S2-602025658,S2-613828754,S2-622019675,S2-622196708,S2-624972052,S2-643984188,S2-650758735,S2-675387271,S2-738200287,S2-740763175,S2-780070802,S2-792405120,S2-795797345,S2-838254453,S2-856957857,S2-873793041,S2-882323152,S2-885504111,S2-891882558,S2-903664407,S2-910873714,S2-919164028,S2-937066843,S2-982771873,S2-991180611,S3-101420558,S3-136401926,S3-139303793,S3-197968601,S3-295664774,S3-299918841,S3-30800438,S3-36558216,S3-37877993,S3-403739967,S3-416349186,S3-430099621,S3-450503965,S3-500280896,S3-524341767,S3-52828214,S3-551528806,S3-597275605,S3-609044830,S3-620326940,S3-663476050,S3-684227576,S3-686741457,S3-687031428,S3-718586890,S3-754571353,S3-768651862,S3-820372265,S3-887942064,S3-908409192,S3-928823529,S3-964925362,S3-996993498,S3-998913431
S1-26328906	S2-10612159,S2-112894591,S2-11831316,S2-122798400,S2-146458085,S2-180512973,S2-242514743,S2-25043009,S2-281194575,S2-287698402,S2-294148111,S2-298499896,S2-306593085,S2-32654007,S2-331742995,S2-339763212,S2-36629105,S2-36834235,S2-370073043,S2-467031091,S2-480710783,S2-503434175,S2-509378044,S2-520762202,S2-545933138,S2-550147966,S2-567024680,S2-571058179,S2-57342550,S2-585410334,S2-588546731,S2-663156725,S2-822449630,S2-847992560,S2-852910957,S2-901435066,S2-908003122,S2-922338333,S2-926164954,S2-929520088,S2-954188368,S2-964624564,S2-984054461,S3-108481120,S3-113795451,S3-131958995,S3-132879457,S3-143175002,S3-16104873,S3-168733158,S3-174860654,S3-184791326,S3-19082444,S3-251508043,S3-266156713,S3-29501667,S3-299911317,S3-357827992,S3-368374133,S3-370310275,S3-381889019,S3-424930614,S3-427380869,S3-442326482,S3-459567382,S3-461953148,S3-464037208,S3-501511083,S3-555405995,S3-572277034,S3-579240292,S3-589342278,S3-60794510,S3-624698782,S3-647027547,S3-664812619,S3-671497875,S3-687377127,S3-702637165,S3-726856900,S3-770184671,S3-800549082,S3-816509045,S3-830159945,S3-842083806,S3-855734594,S3-86395009,S3-866173742,S3-89370583,S3-90871336,S3-928215963,S3-977268137
S1-26257270	S2-101816916,S2-185420840,S2-2307379,S2-236100955,S2-264172545,S2-327146621,S2-361825718,S2-505159977,S2-607322546,S2-619541437,S2-643530883,S2-659530378,S2-666552651,S2-680319009,S2-70252627,S2-723656114,S2-748818593,S2-797645123,S2-842202554,S2-846624750,S2-902564552,S2-926164954,S2-962807913,S2-973814767,S3-109148561,S3-211210772,S3-212630412,S3-221405273,S3-287756305,S3-329341323,S3-360227409,S3-435684982,S3-446012378,S3-473904676,S3-59225548,S3-632392003,S3-646213630,S3-721173700,S3-741403272,S3-804360428,S3-816216784,S3-846510458,S3-858206566,S3-864162832,S3-871660467,S3-886300338,S3-899093912,S3-924753701,S3-932317925,S3-983731689
S1-360834742	S2-118667059,S2-157507310,S2-157822570,S2-171591614,S2-271971230,S2-282584958,S2-284457399,S2-285738926,S2-295465603,S2-312916099,S2-35227382,S2-358211203,S2-367315504,S2-377709113,S2-389734577,S2-414640650,S2-422567866,S2-423060500,S2-423512857,S2-437670103,S2-43999783,S2-463045061,S2-464419715,S2-468833882,S2-48537853,S2-499080729,S2-502378016,S2-503908074,S2-510314780,S2-51395753,S2-513983055,S2-570984447,S2-572506212,S2-640883675,S2-672487196,S2-710386119,S2-733122738,S2-733941294,S2-736583626,S2-759661109,S2-764455401,S2-776108614,S2-776150985,S2-780547093,S2-789226248,S2-828134282,S2-861203099,S2-883274756,S2-88385680,S2-971073211,S2-971548298,S2-986191812,S2-990760079,S3-124984707,S3-134035145,S3-143273381,S3-155250976,S3-160903241,S3-161260530,S3-174036202,S3-213835616,S3-218138991,S3-234039030,S3-246783986,S3-247645386,S3-248326471,S3-25246144,S3-270477652,S3-282205144,S3-291934792,S3-30054985,S3-326826072,S3-333203035,S3-341145792,S3-346227482,S3-354651152,S3-371778477,S3-377075780,S3-397382535,S3-407486274,S3-421800419,S3-446153310,S3-446993844,S3-470967888,S3-505201989,S3-511855897,S3-520921732,S3-532920051,S3-538731244,S3-539213239,S3-543309789,S3-577195301,S3-582942704,S3-596887558,S3-612049354,S3-638474188,S3-644775053,S3-669756688,S3-753349927,S3-787646,S3-791205392,S3-796640923,S3-811089242,S3-816779763,S3-827217380,S3-868321467,S3-870420080,S3-874088453,S3-874869037,S3-883914088,S3-915672260,S3-920894117,S3-946443220,S3-95197055,S3-970670751,S3-974692977
S1-910995242	S2-104707989,S2-115767582,S2-133427824,S2-152694866,S2-162642275,S2-230428579,S2-242326056,S2-25291679,S2-25653103,S2-308074507,S2-342220334,S2-388705099,S2-397537264,S2-403637712,S2-418244540,S2-42240112,S2-481198882,S2-579645614,S2-583867642,S2-592650010,S2-603257090,S2-631252041,S2-63700378,S2-66196373,S2-686669306,S2-697305117,S2-748818593,S2-777576158,S2-789778292,S2-827005948,S2-828132065,S2-859547169,S2-899286708,S2-915159558,S2-92751724,S2-928259593,S2-929688638,S2-946024273,S2-946876207,S2-976236968,S2-976577942,S2-982322637,S3-134062377,S3-140146130,S3-154132169,S3-200726539,S3-206195129,S3-220148271,S3-24164531,S3-244407822,S3-273281938,S3-317678714,S3-330435543,S3-345954218,S3-352079777,S3-358110275,S3-389430304,S3-393585694,S3-415659267,S3-470310452,S3-487826712,S3-502078871,S3-507685166,S3-530850396,S3-532304714,S3-533826297,S3-543480591,S3-591853542,S3-609578756,S3-611526663,S3-626618436,S3-644454067,S3-685863594,S3-702940452,S3-750052276,S3-761303907,S3-814700422,S3-825515580,S3-838217563,S3-84053529,S3-843466533,S3-860262430,S3-905157191,S3-931804603,S3-971376087,S3-974804011
S1-177548932	S2-136720718,S2-186451284,S2-25043009,S2-259509304,S2-2974032,S2-331742995,S2-341105349,S2-350634329,S2-359478819,S2-364151731,S2-441465217,S2-446908394,S2-459106739,S2-517081496,S2-539686210,S2-568610658,S2-605090351,S2-667437916,S2-69471936,S2-733695346,S2-737523203,S2-764008356,S2-766561759,S2-782718849,S2-79517833,S2-800500853,S2-875741801,S2-990830239,S3-108068657,S3-11856261,S3-201285968,S3-229976290,S3-256408366,S3-268542990,S3-284542811,S3-329898603,S3-360201328,S3-371892289,S3-382543214,S3-388748264,S3-408222660,S3-508961898,S3-529504723,S3-578455651,S3-582970491,S3-637210711,S3-74750507,S3-786272208,S3-789709277,S3-79192397,S3-842837153,S3-920004718,S3-981555741
S1-934827282	S2-105004797,S2-122488147,S2-12974801,S2-133427824,S2-148168285,S2-151233912,S2-172389504,S2-21502080,S2-226392720,S2-312465167,S2-342088208,S2-350275341,S2-385230356,S2-385355499,S2-39979693,S2-402812282,S2-436760125,S2-440154835,S2-454835742,S2-515085270,S2-5217281,S2-539502972,S2-577089889,S2-578439862,S2-582090526,S2-588781348,S2-622552475,S2-703944959,S2-709918719,S2-770307973,S2-787573704,S2-803372837,S2-832007728,S2-83932777,S2-852002544,S2-881445898,S2-918698386,S2-936745209,S2-96559834,S3-128424792,S3-140043894,S3-154544688,S3-245654318,S3-249863236,S3-258463183,S3-292411286,S3-301534847,S3-322628962,S3-364267324,S3-389110422,S3-393585694,S3-403376327,S3-404231610,S3-473950107,S3-493580428,S3-507559731,S3-524010394,S3-59545780,S3-596699288,S3-707603412,S3-724410749,S3-775034887,S3-79513128,S3-820679846,S3-825532605,S3-859584911,S3-872002443,S3-920704479,S3-921432480,S3-925047149,S3-926590872,S3-932813054,S3-944293947,S3-951268820,S3-968952896,S3-990559719
S1-622802949	S2-10612159,S2-110333113,S2-122798400,S2-19975235,S2-238258725,S2-242514743,S2-25077423,S2-287698402,S2-294148111,S2-30874922,S2-316849021,S2-323472628,S2-331742995,S2-36061379,S2-36629105,S2-385114152,S2-394359818,S2-465850515,S2-467031091,S2-480710783,S2-532946509,S2-539686210,S2-550147966,S2-565620456,S2-570715630,S2-571058179,S2-57342550,S2-585410334,S2-637837907,S2-647338340,S2-696233561,S2-705124518,S2-747880143,S2-779770997,S2-822449630,S2-847992560,S2-85392043,S2-901435066,S2-926164954,S2-964624564,S3-108481120,S3-128384129,S3-131958995,S3-132879457,S3-147711174,S3-16104873,S3-168733158,S3-174860654,S3-19238344,S3-209197328,S3-251508043,S3-254400765,S3-266156713,S3-269081462,S3-277500397,S3-289851963,S3-294448363,S3-29501667,S3-337541778,S3-370310275,S3-378145761,S3-384966332,S3-427380869,S3-4580463,S3-459567382,S3-471599637,S3-516417565,S3-572277034,S3-579240292,S3-589342278,S3-624698782,S3-644121516,S3-647027547,S3-664812619,S3-671497875,S3-687377127,S3-687738424,S3-688680940,S3-700198293,S3-702637165,S3-722464448,S3-769340752,S3-770372410,S3-792285358,S3-800549082,S3-810680795,S3-816509045,S3-837432237,S3-842083806,S3-851328079,S3-86395009,S3-872448677,S3-897508330,S3-90871336,S3-977268137
S1-679395886	S2-117975400,S2-127167766,S2-161225556,S2-176280486,S2-205261498,S2-213550124,S2-234724885,S2-255148519,S2-267476618,S2-27559629,S2-298377291,S2-298743570,S2-306430100,S2-31074765,S2-336563181,S2-369992716,S2-372527776,S2-405098788,S2-466036489,S2-563822314,S2-577085797,S2-611629098,S2-612036878,S2-636649553,S2-709400609,S2-739818063,S2-842202554,S2-869490050,S2-89140728,S2-899286708,S2-917089438,S2-917277573,S2-918473326,S2-94018739,S2-95380282,S2-957086610,S2-9673161,S2-976577942,S3-186064345,S3-232965838,S3-263512087,S3-308595409,S3-321925642,S3-327130868,S3-329341323,S3-350678001,S3-35564971,S3-389110422,S3-421845319,S3-433497811,S3-456578501,S3-471490543,S3-500452745,S3-504945650,S3-547920233,S3-643607727,S3-66650611,S3-680915822,S3-683275804,S3-712814373,S3-744781811,S3-775634066,S3-78473192,S3-792300680,S3-813435809,S3-817675897,S3-836956942,S3-854363024,S3-865555337,S3-90647349,S3-910174233,S3-975045917
S1-416197754	S2-118667059,S2-124436884,S2-133574262,S2-157507310,S2-157822570,S2-181184985,S2-198226220,S2-2207174,S2-225479220,S2-283283733,S2-284457399,S2-285738926,S2-29839348,S2-312916099,S2-343790643,S2-356226953,S2-358211203,S2-371553869,S2-375884363,S2-378670649,S2-380164501,S2-391886277,S2-417539103,S2-45647833,S2-463045061,S2-464419715,S2-468833882,S2-471615859,S2-497920603,S2-499080729,S2-501448796,S2-535624502,S2-543230375,S2-549901592,S2-585511040,S2-603458950,S2-611572594,S2-61253037,S2-640883675,S2-648793786,S2-660237536,S2-677221430,S2-691567771,S2-710386119,S2-733122738,S2-762430078,S2-795906794,S2-800233585,S2-815665151,S2-817374918,S2-883274756,S2-88385680,S2-894761114,S2-932426204,S2-971548298,S2-979310766,S2-991992397,S3-103564473,S3-108356029,S3-118280684,S3-131402087,S3-139270367,S3-161893427,S3-166949745,S3-174510604,S3-181379711,S3-19733806,S3-250251254,S3-25246144,S3-272273399,S3-276976568,S3-30005277,S3-30054985,S3-320100714,S3-333203035,S3-338252003,S3-346227482,S3-347491647,S3-347913674,S3-354651152,S3-393291817,S3-397382535,S3-402649359,S3-407486274,S3-409603198,S3-446153310,S3-470967888,S3-473594433,S3-486567268,S3-497227706,S3-511855897,S3-515317456,S3-529648574,S3-559960795,S3-577195301,S3-62940186,S3-638474188,S3-673388311,S3-677044376,S3-691844721,S3-715725860,S3-72999449,S3-749818163,S3-75043633,S3-803955479,S3-821314329,S3-8226937,S3-855882420,S3-857166084,S3-876836963,S3-880241712,S3-882784130,S3-889873031,S3-89412708,S3-922334851,S3-924358017,S3-924378606,S3-927307110,S3-934468190,S3-946443220,S3-966620506,S3-974692977,S3-987993742
S1-950328068	S2-119862819,S2-147085251,S2-180446976,S2-181135835,S2-18312089,S2-217417609,S2-221526140,S2-229263827,S2-24705381,S2-266290713,S2-267062728,S2-295208809,S2-298299906,S2-308120186,S2-314196784,S2-315544858,S2-357225646,S2-367315504,S2-370593485,S2-384121848,S2-398406191,S2-409001265,S2-412143035,S2-433588988,S2-45625520,S2-470929170,S2-487661454,S2-548592444,S2-567160179,S2-578236428,S2-580261007,S2-580323141,S2-582791835,S2-628153761,S2-63422584,S2-643427997,S2-65362385,S2-659689157,S2-680061685,S2-698930639,S2-708335557,S2-71585060,S2-716776643,S2-717474546,S2-729615137,S2-740793315,S2-752175640,S2-75959390,S2-763827949,S2-764984734,S2-783654262,S2-794999316,S2-821668678,S2-839556291,S2-840524369,S2-84123765,S2-849068661,S2-856953008,S2-861325973,S2-895413674,S2-902966116,S2-918265909,S2-930687881,S2-951950765,S2-955173791,S2-960545687,S2-963218311,S2-967566963,S2-990760079,S3-101683680,S3-135506976,S3-136146259,S3-161893427,S3-162199234,S3-163352066,S3-174491994,S3-183943233,S3-185897775,S3-210635783,S3-211437855,S3-273985870,S3-282205144,S3-297830657,S3-326826072,S3-32698454,S3-338845273,S3-3619598,S3-371449099,S3-395046732,S3-397382535,S3-425002410,S3-436775114,S3-438405137,S3-452353938,S3-453728630,S3-463553600,S3-465151125,S3-470491895,S3-476057662,S3-478772588,S3-511855897,S3-517394827,S3-523427506,S3-52431528,S3-529164575,S3-539328272,S3-542690141,S3-565660464,S3-57520827,S3-588249082,S3-589832210,S3-600079483,S3-604575230,S3-660104404,S3-662979506,S3-68953666,S3-717029181,S3-723503170,S3-724037572,S3-729580036,S3-735766409,S3-749951584,S3-763558803,S3-768204902,S3-77372423,S3-793044337,S3-805347641,S3-805645329,S3-825941147,S3-840614728,S3-841404206,S3-874869037,S3-877695330,S3-883588589,S3-892087197,S3-934665306,S3-953260778,S3-973987458,S3-990332566,S3-998317620
S1-172627624	S2-102009837,S2-11198431,S2-157878890,S2-163680176,S2-185598375,S2-190967918,S2-201052873,S2-209439383,S2-213342835,S2-228479833,S2-238869418,S2-243586118,S2-254337978,S2-281446020,S2-32524442,S2-328020243,S2-356669636,S2-399224347,S2-405435509,S2-417182588,S2-425527496,S2-460585251,S2-462231025,S2-46623940,S2-466773872,S2-527861483,S2-560732759,S2-57243506,S2-577085797,S2-630575448,S2-63149135,S2-648578509,S2-659524813,S2-693167503,S2-723749575,S2-73247195,S2-746889533,S2-75882467,S2-759797921,S2-76684872,S2-781003083,S2-874903846,S2-877465510,S2-880582560,S2-883938802,S2-917277573,S3-125059118,S3-131108819,S3-172080265,S3-181947547,S3-214159771,S3-220285124,S3-227064870,S3-237227119,S3-24174077,S3-247726965,S3-250130054,S3-266005867,S3-365450023,S3-40972739,S3-415555497,S3-445415823,S3-470839242,S3-511956955,S3-525263783,S3-526812841,S3-552581065,S3-578455651,S3-675170221,S3-675757657,S3-677635753,S3-68089048,S3-680915822,S3-698025006,S3-698325469,S3-698920039,S3-701467166,S3-715139906,S3-774075093,S3-785378768,S3-800092710,S3-816866891,S3-828041254,S3-843758176,S3-886603461,S3-912263475,S3-912351493,S3-933387868,S3-957375227,S3-964536531,S3-995182049
S1-611182218	S2-12281692,S2-216219283,S2-227645033,S2-245631206,S2-286954628,S2-346736217,S2-353809916,S2-361019153,S2-383835776,S2-507303094,S2-570759219,S2-582574689,S2-618302174,S2-670060672,S2-740473301,S2-748911760,S2-814405422,S2-851878972,S2-928149843,S2-930678566,S2-965571145,S2-967128331,S2-99815963,S3-162246781,S3-212295443,S3-260727540,S3-287661031,S3-309279333,S3-329776460,S3-330558637,S3-335719013,S3-337523703,S3-352886771,S3-373916464,S3-398363546,S3-408286960,S3-426777196,S3-531276835,S3-541839002,S3-557248952,S3-719445262,S3-726171229,S3-775345503,S3-851441070,S3-867234917,S3-894138821,S3-93939404,S3-944187368
S1-863873241	S2-152466654,S2-154966534,S2-16703479,S2-176626181,S2-222085863,S2-230990415,S2-257167232,S2-346970078,S2-385136378,S2-400493204,S2-405627689,S2-421905325,S2-4409287,S2-442480517,S2-486694290,S2-526918257,S2-603199832,S2-620266605,S2-645708553,S2-685379201,S2-686933834,S2-693295765,S2-71118248,S2-715121852,S2-724873575,S2-775728442,S2-84470408,S2-860941005,S2-909863156,S2-943910722,S2-999424539,S3-121586918,S3-123927121,S3-125396944,S3-131721676,S3-151941148,S3-153801447,S3-225128055,S3-230100035,S3-232760534,S3-243602818,S3-255726763,S3-277702500,S3-28873453,S3-294220775,S3-330819499,S3-346407755,S3-37447706,S3-390811457,S3-404613688,S3-414578809,S3-426078813,S3-439968262,S3-441779672,S3-481381814,S3-492716652,S3-52845818,S3-552934419,S3-553118175,S3-563634964,S3-590603111,S3-609044830,S3-642910425,S3-712667029,S3-712882283,S3-721846607,S3-748284260,S3-812733315,S3-817675897,S3-879674866,S3-883961161,S3-894401000,S3-91987336,S3-950519904,S3-956147148,S3-972336122,S3-982202331
S1-296015030	S2-151129093,S2-161887054,S2-16750990,S2-195601442,S2-270803258,S2-300735556,S2-316349066,S2-318486847,S2-358543317,S2-370755405,S2-388062174,S2-534365260,S2-620875991,S2-625241481,S2-71033344,S2-729487289,S2-759923677,S2-762867084,S2-776481228,S2-800138203,S2-846176042,S2-859090314,S2-887222808,S2-891342031,S2-916653978,S2-937281444,S2-960471291,S2-984900794,S2-988925106,S3-174860654,S3-184038280,S3-232965838,S3-246763893,S3-256304052,S3-266156713,S3-279917847,S3-434336392,S3-444812681,S3-461265510,S3-46299248,S3-469916613,S3-478640466,S3-499185314,S3-519646294,S3-547830535,S3-628522621,S3-657155837,S3-669428848,S3-671927606,S3-685285856,S3-705985606,S3-727945209,S3-761428961,S3-856539492,S3-876391220,S3-891390516,S3-982486206
S1-322655550	S2-168981801,S2-197200716,S2-198226220,S2-201576069,S2-242757371,S2-259137874,S2-284837701,S2-285738926,S2-294370196,S2-302668758,S2-327100461,S2-330357029,S2-352119087,S2-378473675,S2-420347037,S2-422114461,S2-432940215,S2-43999783,S2-448533918,S2-457908236,S2-464419715,S2-466991690,S2-468833882,S2-479284940,S2-496283299,S2-501448796,S2-503908074,S2-51046711,S2-526135,S2-549901592,S2-578448963,S2-603458950,S2-609281890,S2-669542690,S2-681592423,S2-712293611,S2-713880206,S2-736583626,S2-763374177,S2-769002706,S2-788106715,S2-795906794,S2-800099165,S2-815665151,S2-828134282,S2-832223450,S2-834377299,S2-834878070,S2-861203099,S2-861325973,S2-8638085,S2-869231827,S2-871293368,S2-871944685,S2-877730862,S2-879399136,S2-892028152,S2-899908003,S2-966056282,S2-979310766,S3-124984707,S3-134035145,S3-153580305,S3-192503740,S3-21011524,S3-222487454,S3-247645386,S3-25246144,S3-252624874,S3-273985870,S3-282374096,S3-291934792,S3-311325674,S3-317152063,S3-329877531,S3-333203035,S3-335818114,S3-340364321,S3-341145792,S3-346227482,S3-354651152,S3-421800419,S3-428539346,S3-436821178,S3-446075645,S3-446993844,S3-470967888,S3-475279474,S3-477899492,S3-50945473,S3-520921732,S3-52863199,S3-539213239,S3-548334124,S3-551607344,S3-577195301,S3-596887558,S3-612049354,S3-613825590,S3-638474188,S3-673854038,S3-726933950,S3-753349927,S3-766114213,S3-78286800,S3-811089242,S3-812681857,S3-814780893,S3-842080279,S3-850118512,S3-870420080,S3-874869037,S3-913119857,S3-927494509,S3-946443220,S3-95197055,S3-970670751,S3-994896019
S1-677935743	S2-133574262,S2-143808645,S2-145795267,S2-149039582,S2-168981801,S2-215424548,S2-222160023,S2-228449976,S2-255402559,S2-26777433,S2-273912747,S2-279166708,S2-283818791,S2-352848720,S2-374151600,S2-374504742,S2-393861414,S2-400682766,S2-405083104,S2-408933973,S2-418905490,S2-4290716,S2-468881596,S2-4715415,S2-486325875,S2-488785713,S2-489658223,S2-494091371,S2-496283299,S2-511252557,S2-54151755,S2-569268091,S2-578448963,S2-585212106,S2-587537830,S2-595835475,S2-621833752,S2-631155491,S2-63422584,S2-635045504,S2-643427997,S2-643658846,S2-660183822,S2-661372085,S2-670119851,S2-704611878,S2-713880206,S2-758308282,S2-775751864,S2-809720179,S2-818202983,S2-819756590,S2-853579960,S2-868890712,S2-895505638,S2-898950576,S2-904347956,S2-943990683,S2-955479758,S2-955853217,S2-973232185,S2-97515221,S2-983263280,S3-106555039,S3-128118102,S3-159311665,S3-210635783,S3-242700460,S3-245986078,S3-248852740,S3-327922333,S3-338252003,S3-347575702,S3-356160195,S3-365807218,S3-393300053,S3-401362773,S3-403489990,S3-413835820,S3-415626034,S3-436821178,S3-459452609,S3-469701500,S3-485264474,S3-533334072,S3-548688959,S3-563778574,S3-564450110,S3-572999820,S3-577154443,S3-583529535,S3-590167657,S3-592120509,S3-592262902,S3-609296352,S3-611805860,S3-631858568,S3-665169123,S3-679054449,S3-705020121,S3-736855324,S3-737304400,S3-750476492,S3-78286800,S3-807782658,S3-817282596,S3-861870704,S3-884375426,S3-901228473,S3-922776332,S3-947104236,S3-967550560,S3-998349769
