source1_entity_id	matched_entity_id	source
S1-292681708	S2-702250195	S2
S1-292681708	S2-315732079	S2
S1-292681708	S3-964440745	S3
S1-292681708	S2-746758226	S2
S1-292681708	S2-924956768	S2
S1-856054544	S2-2337362	S2
S1-856054544	S3-913566942	S3
S1-856054544	S3-497590689	S3
S1-176403739	S2-313609977	S2
S1-176403739	S3-751419450	S3
S1-176403739	S3-434593622	S3
S1-654999085	S2-896211642	S2
S1-654999085	S2-47835576	S2
S1-654999085	S3-836104678	S3
S1-769737254	S3-108667666	S3
S1-769737254	S3-101893416	S3
S1-769737254	S3-510639315	S3
S1-769737254	S2-828543223	S2
S1-110195368	S2-343795923	S2
S1-110195368	S3-494105997	S3
S1-110195368	S2-268050249	S2
S1-110195368	S2-867013648	S2
S1-110195368	S3-112039580	S3
S1-345575972	S2-93453226	S2
S1-345575972	S3-245246195	S3
S1-826388298	S3-479148340	S3
S1-826388298	S2-310783928	S2
S1-826388298	S2-731473113	S2
S1-826388298	S3-717109974	S3
S1-826388298	S3-205496947	S3
S1-622660156	S2-832508602	S2
S1-622660156	S3-292092809	S3
S1-622660156	S2-228964916	S2
S1-406047699	S2-989188128	S2
S1-21613146	S2-353572500	S2
S1-21613146	S2-423303214	S2
S1-142142169	S3-341306333	S3
S1-142142169	S2-229631194	S2
S1-142142169	S2-187410096	S2
S1-65925119	S3-159357120	S3
S1-326920362	S3-919524930	S3
S1-326920362	S2-735515954	S2
S1-326920362	S2-207969498	S2
S1-326920362	S3-930293756	S3
S1-306169915	S3-766912105	S3
S1-306169915	S3-445015082	S3
S1-90878288	S3-36990248	S3
S1-90878288	S3-741807165	S3
S1-90878288	S2-482162867	S2
S1-90878288	S2-337063824	S2
S1-90878288	S3-694775340	S3
S1-610896472	S3-939281501	S3
S1-848535752	S2-427644618	S2
S1-848535752	S3-837298905	S3
S1-848535752	S3-571132811	S3
S1-848535752	S2-902623054	S2
S1-848535752	S3-276903654	S3
S1-848535752	S3-591339272	S3
S1-810734839	S3-867569716	S3
S1-810734839	S3-244783304	S3
S1-810734839	S2-119011500	S2
S1-782654746	S3-98742394	S3
S1-782654746	S2-554516111	S2
S1-455847848	S2-772425729	S2
S1-455847848	S3-558045747	S3
S1-68620982	S3-741972858	S3
S1-68620982	S3-516816873	S3
S1-68620982	S2-669105094	S2
S1-68620982	S2-501107506	S2
S1-68620982	S2-293298896	S2
S1-75536900	S3-805502214	S3
S1-75536900	S2-328566671	S2
S1-75536900	S3-457503302	S3
S1-75536900	S2-117603042	S2
S1-200453889	S3-56693044	S3
S1-200453889	S2-23010910	S2
S1-46838294	S2-980016154	S2
S1-46838294	S2-376624395	S2
S1-46838294	S2-706148223	S2
S1-46838294	S2-421514057	S2
S1-46838294	S3-559737503	S3
S1-46838294	S3-473885330	S3
S1-961868364	S2-224578459	S2
S1-961868364	S2-510820426	S2
S1-961868364	S3-828043827	S3
S1-75724560	S3-217045802	S3
S1-75724560	S3-501621927	S3
S1-75724560	S3-626956112	S3
S1-75724560	S2-586636840	S2
S1-118784559	S2-198690304	S2
S1-118784559	S2-675014776	S2
S1-118784559	S3-895920986	S3
S1-118784559	S3-893116809	S3
S1-118784559	S2-543265573	S2
S1-118784559	S3-210918980	S3
S1-781103531	S3-124985388	S3
S1-781103531	S3-371387949	S3
S1-421435439	S3-210139414	S3
S1-421435439	S3-677606957	S3
S1-421435439	S2-682282106	S2
S1-421435439	S2-11331417	S2
S1-421435439	S2-533978208	S2
S1-616180274	S3-542703623	S3
S1-616180274	S3-571507192	S3
S1-616180274	S2-940567087	S2
S1-616180274	S2-275721009	S2
S1-616180274	S2-420600611	S2
S1-616180274	S2-441767351	S2
S1-616180274	S3-466147407	S3
S1-132197447	S2-32949021	S2
S1-132197447	S2-649719768	S2
S1-132197447	S2-770384269	S2
S1-503928815	S3-395808399	S3
S1-503928815	S2-941919192	S2
S1-503928815	S3-310934788	S3
S1-503928815	S3-169304309	S3
S1-503928815	S2-744032471	S2
S1-503928815	S2-334450119	S2
S1-91364163	S2-124337013	S2
S1-91364163	S3-303486131	S3
S1-91364163	S3-897850762	S3
S1-91364163	S3-421864164	S3
S1-91364163	S2-125096928	S2
S1-72794316	S2-881695212	S2
S1-72794316	S2-756925792	S2
S1-72794316	S3-426553973	S3
S1-72794316	S3-331425267	S3
S1-72794316	S3-332159816	S3
S1-72794316	S2-966141861	S2
S1-481460919	S2-591067227	S2
S1-481460919	S2-607532924	S2
S1-481460919	S2-512997807	S2
S1-481460919	S3-364137799	S3
S1-430162043	S2-831291071	S2
S1-430162043	S3-435906091	S3
S1-314366066	S3-242646669	S3
S1-314366066	S2-49302594	S2
S1-314366066	S3-630337647	S3
S1-314366066	S3-595948111	S3
S1-178874748	S2-686478439	S2
S1-178874748	S3-861742879	S3
S1-178874748	S2-398077768	S2
S1-178874748	S3-809290508	S3
S1-967552013	S3-304410354	S3
S1-967552013	S2-676306425	S2
S1-967552013	S3-743137362	S3
S1-818291338	S2-50091460	S2
S1-818291338	S3-589695892	S3
S1-133902932	S3-702219540	S3
S1-133902932	S2-763470160	S2
S1-133902932	S3-323523450	S3
S1-133902932	S3-743717620	S3
S1-975412735	S3-454316628	S3
S1-975412735	S2-784038194	S2
S1-975412735	S2-688089654	S2
S1-975412735	S2-160071093	S2
S1-708740394	S3-418417540	S3
S1-708740394	S3-780126102	S3
S1-708740394	S3-292033114	S3
S1-708740394	S3-849445463	S3
S1-708740394	S2-231223268	S2
S1-772821878	S3-763931501	S3
S1-772821878	S3-572117906	S3
S1-336044801	S3-237226075	S3
S1-336044801	S2-152074753	S2
S1-849850817	S3-179747467	S3
S1-849850817	S2-112754380	S2
S1-811600560	S2-767882936	S2
S1-811600560	S3-920996654	S3
S1-811600560	S3-144509313	S3
S1-811600560	S3-448362519	S3
S1-923004687	S2-384710538	S2
S1-923004687	S2-247757719	S2
S1-923004687	S2-961525158	S2
S1-923004687	S3-502559858	S3
S1-923004687	S3-972927425	S3
S1-720267109	S2-149896595	S2
S1-720267109	S3-693977379	S3
S1-720267109	S3-462713136	S3
S1-585186987	S3-310027318	S3
S1-585186987	S3-809254586	S3
S1-585186987	S3-398213020	S3
S1-585186987	S2-456374589	S2
S1-680416224	S3-919031316	S3
S1-680416224	S2-25466737	S2
S1-680416224	S2-316092476	S2
S1-680416224	S2-192452091	S2
S1-680416224	S3-524426555	S3
S1-680416224	S3-215120097	S3
S1-680416224	S3-861958082	S3
S1-680416224	S2-211421430	S2
S1-680416224	S3-924824386	S3
S1-680416224	S2-157721942	S2
S1-861009388	S3-151327758	S3
S1-986840295	S3-656046610	S3
S1-986840295	S2-299296375	S2
S1-986840295	S2-434170203	S2
S1-986840295	S3-881497081	S3
S1-627703221	S2-190645844	S2
S1-627703221	S3-774698751	S3
S1-136804916	S2-749543499	S2
S1-136804916	S3-938936959	S3
S1-250008205	S2-37926680	S2
S1-250008205	S3-46035565	S3
S1-250008205	S3-191130492	S3
S1-250008205	S3-269288165	S3
S1-250008205	S2-620297705	S2
S1-250008205	S3-630978391	S3
S1-340669973	S3-177213389	S3
S1-340669973	S3-687507752	S3
S1-340669973	S3-943474885	S3
S1-340669973	S2-621620594	S2
S1-340669973	S2-891397539	S2
S1-340669973	S3-51516167	S3
S1-340669973	S2-708066128	S2
S1-727618516	S3-495001171	S3
S1-727618516	S2-919168244	S2
S1-727618516	S3-66056804	S3
S1-377681153	S2-285345037	S2
S1-804549498	S2-356269443	S2
S1-804549498	S2-32171806	S2
S1-804549498	S2-72217927	S2
S1-804549498	S3-901553928	S3
S1-109335764	S2-984087000	S2
S1-109335764	S2-906971536	S2
S1-109335764	S3-463050493	S3
S1-109335764	S3-77387021	S3
S1-3956614	S2-585437813	S2
S1-3956614	S3-975945481	S3
S1-3956614	S2-826534151	S2
S1-3956614	S3-900619566	S3
S1-946780862	S2-500051383	S2
S1-946780862	S2-455420084	S2
S1-946780862	S3-542004037	S3
S1-946780862	S2-677389313	S2
S1-411264809	S2-670501460	S2
S1-411264809	S2-447640483	S2
S1-411264809	S3-582974146	S3
S1-411264809	S3-24776223	S3
S1-116970037	S2-422942387	S2
S1-116970037	S3-167830906	S3
S1-116970037	S3-762094264	S3
S1-116970037	S2-545063699	S2
S1-41580779	S3-245885917	S3
S1-41580779	S2-202067388	S2
S1-405113543	S3-43762193	S3
S1-405113543	S3-2462658	S3
S1-405113543	S3-701406057	S3
S1-405113543	S2-584606578	S2
S1-239489191	S3-837813232	S3
S1-239489191	S2-734468949	S2
S1-239489191	S2-996618394	S2
S1-917021063	S2-598351099	S2
S1-917021063	S3-405669747	S3
S1-456943523	S3-641184993	S3
S1-456943523	S2-944425352	S2
S1-456943523	S3-890386441	S3
S1-456943523	S3-456175859	S3
S1-456943523	S2-388043850	S2
S1-14503478	S3-563331909	S3
S1-14503478	S2-296181512	S2
S1-14503478	S2-160246266	S2
S1-658410682	S3-203957056	S3
S1-658410682	S2-518807248	S2
S1-658410682	S2-76435027	S2
S1-658410682	S2-465074367	S2
S1-658410682	S3-331900723	S3
S1-60498869	S3-234973516	S3
S1-60498869	S2-590143768	S2
S1-60498869	S2-773197662	S2
S1-60498869	S2-600248989	S2
S1-60498869	S3-970955146	S3
S1-60498869	S3-758407053	S3
S1-217617883	S2-634193427	S2
S1-217617883	S2-714269049	S2
S1-217617883	S3-340166272	S3
S1-217617883	S3-523735953	S3
S1-53374274	S3-4814579	S3
S1-53374274	S3-870239805	S3
S1-53374274	S3-554315449	S3
S1-53374274	S3-324069320	S3
S1-53374274	S2-642181874	S2
S1-53374274	S3-280857945	S3
S1-685740058	S3-399560893	S3
S1-685740058	S2-624471331	S2
S1-231837050	S3-267557823	S3
S1-231837050	S3-687904810	S3
S1-231837050	S3-975124450	S3
S1-231837050	S2-183525463	S2
S1-393314432	S2-499687947	S2
S1-393314432	S2-218332980	S2
S1-393314432	S3-611338199	S3
S1-393314432	S2-953257114	S2
S1-393314432	S2-612145682	S2
S1-393314432	S3-490145844	S3
S1-144406637	S2-102942862	S2
S1-144406637	S3-711709706	S3
S1-144406637	S2-210284764	S2
S1-144406637	S3-299831760	S3
S1-541843420	S3-644794805	S3
S1-541843420	S2-9324554	S2
S1-601027147	S3-846117236	S3
S1-601027147	S3-167076390	S3
S1-601027147	S3-899261241	S3
S1-601027147	S2-92992697	S2
S1-601027147	S2-368987817	S2
S1-155305511	S3-413490274	S3
S1-155305511	S3-9109574	S3
S1-121217068	S2-856831698	S2
S1-121217068	S2-558959925	S2
S1-121217068	S3-979727481	S3
S1-121217068	S3-619470099	S3
S1-597079008	S3-509436145	S3
S1-597079008	S3-386233034	S3
S1-597079008	S2-795274572	S2
S1-66819018	S2-636116955	S2
S1-66819018	S2-749366715	S2
S1-66819018	S3-507337090	S3
S1-66819018	S2-311271104	S2
S1-66819018	S3-788991611	S3
S1-196931737	S2-663917701	S2
S1-295947966	S2-680209255	S2
S1-295947966	S3-644498162	S3
S1-295947966	S3-248523265	S3
S1-366295399	S2-158759753	S2
S1-366295399	S3-928709205	S3
S1-366295399	S2-553312335	S2
S1-366295399	S2-253349052	S2
S1-835576949	S3-933142862	S3
S1-835576949	S2-316919659	S2
S1-835576949	S2-282948735	S2
S1-835576949	S3-269794850	S3
S1-835576949	S2-189902674	S2
S1-835576949	S3-318808204	S3
S1-835576949	S2-457083496	S2
S1-403891410	S2-319005591	S2
S1-403891410	S3-616319631	S3
S1-403891410	S2-468869515	S2
S1-403891410	S3-130851147	S3
S1-403891410	S3-828944917	S3
S1-563737501	S2-714542712	S2
S1-563737501	S3-165040214	S3
S1-563737501	S3-755314293	S3
S1-563737501	S2-725686369	S2
S1-915043156	S2-822457450	S2
S1-915043156	S3-412945525	S3
S1-915043156	S2-248822771	S2
S1-915043156	S3-73057783	S3
S1-141445117	S3-924689344	S3
S1-141445117	S2-7077623	S2
S1-141445117	S2-232516895	S2
S1-141445117	S3-857694104	S3
S1-193422116	S2-753609673	S2
S1-193422116	S2-635934865	S2
S1-193422116	S3-328516206	S3
S1-193422116	S2-375233629	S2
S1-301396285	S2-830753404	S2
S1-683331622	S2-276726037	S2
S1-683331622	S2-256768669	S2
S1-683331622	S2-58716417	S2
S1-683331622	S2-567580250	S2
S1-683331622	S3-408895211	S3
S1-871673952	S3-967902482	S3
S1-871673952	S2-679908523	S2
S1-871673952	S3-284203807	S3
S1-871673952	S3-837528203	S3
S1-871673952	S3-43066149	S3
S1-180562737	S3-532545349	S3
S1-180562737	S2-128872182	S2
S1-180562737	S2-513866617	S2
S1-568160729	S2-535610909	S2
S1-568160729	S3-87544151	S3
S1-568160729	S3-379914742	S3
S1-568160729	S2-366362576	S2
S1-568160729	S3-61536330	S3
S1-568160729	S2-465064376	S2
S1-530068271	S3-445920124	S3
S1-530068271	S2-625127724	S2
S1-530068271	S3-642273162	S3
S1-618453241	S3-954503332	S3
S1-618453241	S2-358688459	S2
S1-618453241	S3-471443597	S3
S1-618453241	S2-154644193	S2
S1-16486178	S2-772145816	S2
S1-16486178	S2-338580169	S2
S1-16486178	S3-232300227	S3
S1-16486178	S3-701202670	S3
S1-16486178	S3-264573724	S3
S1-858399873	S3-985704153	S3
S1-858399873	S2-203648455	S2
S1-858399873	S3-400810306	S3
S1-193471205	S3-962667725	S3
S1-163483533	S3-293485843	S3
S1-163483533	S2-748741168	S2
S1-163483533	S2-347360135	S2
S1-163483533	S3-259824855	S3
S1-733032595	S3-310832525	S3
S1-733032595	S3-755109987	S3
S1-733032595	S3-18761059	S3
S1-987003695	S2-754750342	S2
S1-987003695	S3-326162257	S3
S1-987003695	S2-412620622	S2
S1-987003695	S3-13036490	S3
S1-987003695	S2-782528018	S2
S1-987003695	S2-534725986	S2
S1-984672426	S2-368160337	S2
S1-984672426	S3-655998217	S3
S1-984672426	S3-409671238	S3
S1-984672426	S3-259796469	S3
S1-520686987	S2-337001549	S2
S1-520686987	S3-808252297	S3
S1-520686987	S2-707184630	S2
S1-520686987	S3-938465794	S3
S1-520686987	S3-776343839	S3
S1-520686987	S3-680860144	S3
S1-520686987	S2-411110069	S2
S1-520686987	S2-565139482	S2
S1-724987000	S2-315805711	S2
S1-724987000	S3-262496588	S3
S1-724987000	S3-318053458	S3
S1-724987000	S2-628654214	S2
S1-724987000	S2-924409884	S2
S1-724987000	S2-968313838	S2
S1-860698976	S2-954747351	S2
S1-860698976	S2-997924870	S2
S1-860698976	S3-589833855	S3
S1-935726971	S3-968526472	S3
S1-935726971	S2-112135834	S2
S1-935726971	S2-532210494	S2
S1-935726971	S2-936165908	S2
S1-935726971	S3-654755347	S3
S1-935726971	S2-718376814	S2
S1-749509166	S3-210416480	S3
S1-749509166	S2-408662585	S2
S1-749509166	S2-412598896	S2
S1-749509166	S2-931198230	S2
S1-617825072	S2-153247394	S2
S1-617825072	S2-301095906	S2
S1-617825072	S2-369787165	S2
S1-617825072	S2-191372934	S2
S1-829229254	S3-533491584	S3
S1-829229254	S2-843096398	S2
S1-829229254	S2-590304882	S2
S1-829229254	S3-126451685	S3
S1-829229254	S3-379793001	S3
S1-829229254	S3-159609036	S3
S1-317262694	S2-229652137	S2
S1-317262694	S3-304243263	S3
S1-317262694	S3-420511668	S3
S1-317262694	S3-640167120	S3
S1-317262694	S2-293066218	S2
S1-317262694	S2-893887053	S2
S1-317262694	S3-267592817	S3
S1-853833872	S3-665595431	S3
S1-24305973	S2-785078102	S2
S1-24305973	S3-828127572	S3
S1-24305973	S3-309509394	S3
S1-24305973	S3-940270155	S3
S1-430241671	S3-430964611	S3
S1-430241671	S3-176095152	S3
S1-430241671	S2-637766944	S2
S1-430241671	S2-897242963	S2
S1-430241671	S3-954164659	S3
S1-223065339	S2-790267300	S2
S1-223065339	S2-159598103	S2
S1-223065339	S3-241614846	S3
S1-223065339	S2-643664470	S2
S1-246430250	S3-772969034	S3
S1-246430250	S2-459763709	S2
S1-246430250	S3-990721765	S3
S1-246430250	S2-166606349	S2
S1-246430250	S3-377712315	S3
S1-246430250	S3-494777828	S3
S1-326676604	S3-257434512	S3
S1-326676604	S2-870504744	S2
S1-669769290	S3-231090728	S3
S1-669769290	S3-804570414	S3
S1-669769290	S3-853274299	S3
S1-669769290	S2-424435809	S2
S1-669769290	S3-793433200	S3
S1-134297276	S3-485926411	S3
S1-134297276	S2-990946347	S2
S1-25261903	S2-205158945	S2
S1-25261903	S3-511930845	S3
S1-25261903	S2-537885844	S2
S1-25261903	S3-920987347	S3
S1-25261903	S2-400072822	S2
S1-25261903	S3-169617578	S3
S1-621208988	S2-900239073	S2
S1-621208988	S3-722698281	S3
S1-621208988	S3-813502551	S3
S1-621208988	S3-719006744	S3
S1-621208988	S2-682448909	S2
S1-663721546	S3-489767987	S3
S1-663721546	S2-471254629	S2
S1-663721546	S3-110336362	S3
S1-426396816	S2-300368831	S2
S1-426396816	S2-702729784	S2
S1-426396816	S2-573698651	S2
S1-426396816	S2-577636904	S2
S1-426396816	S3-686559570	S3
S1-840588115	S2-948375122	S2
S1-840588115	S2-165247716	S2
S1-840588115	S3-910351993	S3
S1-840588115	S3-14705099	S3
S1-535792263	S3-106025963	S3
S1-535792263	S2-352005273	S2
S1-535792263	S2-639744409	S2
S1-697843159	S2-517693259	S2
S1-697843159	S3-810268520	S3
S1-394992360	S3-113635713	S3
S1-234315370	S3-880140673	S3
S1-234315370	S3-90537167	S3
S1-234315370	S2-495387759	S2
S1-234315370	S3-199736952	S3
S1-493500111	S2-231549062	S2
S1-493500111	S3-956571494	S3
S1-493500111	S3-848618361	S3
S1-493500111	S3-999781603	S3
S1-493500111	S3-738911141	S3
S1-488471428	S2-642873158	S2
S1-488471428	S2-626997430	S2
S1-488471428	S3-480816783	S3
S1-852814239	S2-825593787	S2
S1-955852534	S3-351182485	S3
S1-955852534	S3-26914449	S3
S1-536208045	S3-950843234	S3
S1-536208045	S3-563480141	S3
S1-536208045	S3-833467749	S3
S1-536208045	S2-279237278	S2
S1-987300657	S3-815616341	S3
S1-987300657	S3-738251632	S3
S1-987300657	S3-934100229	S3
S1-987300657	S3-704485580	S3
S1-987300657	S2-140214514	S2
S1-987300657	S3-886105210	S3
S1-181144095	S3-924013200	S3
S1-181144095	S2-958954350	S2
S1-181144095	S2-231643409	S2
S1-181144095	S2-118336425	S2
S1-181144095	S3-183256863	S3
S1-181144095	S3-356356348	S3
S1-508180600	S2-703669701	S2
S1-508180600	S3-324710977	S3
S1-508180600	S3-847578644	S3
S1-508180600	S3-27718049	S3
S1-109565574	S2-20761920	S2
S1-109565574	S3-675845661	S3
S1-109565574	S3-739749837	S3
S1-109565574	S2-936968165	S2
S1-849959938	S3-690903802	S3
S1-849959938	S3-455386429	S3
S1-849959938	S2-661603214	S2
S1-849959938	S3-959517177	S3
S1-849959938	S3-546581981	S3
S1-849959938	S2-178011783	S2
S1-849959938	S2-816780704	S2
S1-111589333	S3-922942539	S3
S1-111589333	S2-238447657	S2
S1-111589333	S2-614307457	S2
S1-111589333	S3-187281832	S3
S1-111589333	S2-773986714	S2
S1-967115736	S3-740537362	S3
S1-967115736	S2-895941351	S2
S1-967115736	S2-878252099	S2
S1-967115736	S2-554421398	S2
S1-443235225	S2-324928951	S2
S1-443235225	S3-613402984	S3
S1-443235225	S3-157180195	S3
S1-443235225	S3-179945840	S3
S1-622861882	S2-767675243	S2
S1-622861882	S2-13513132	S2
S1-622861882	S3-247055289	S3
S1-713105440	S3-296947116	S3
S1-713105440	S2-750487422	S2
S1-713105440	S3-309716702	S3
S1-713105440	S2-764130941	S2
S1-884353852	S3-84510116	S3
S1-884353852	S3-377893632	S3
S1-884353852	S3-429291636	S3
S1-884353852	S2-193241109	S2
S1-314703917	S2-732670864	S2
S1-314703917	S2-371021528	S2
S1-314703917	S3-548438684	S3
S1-581221717	S3-505864903	S3
S1-581221717	S2-916007006	S2
S1-250724557	S3-465334759	S3
S1-250724557	S2-519863269	S2
S1-250724557	S2-940147342	S2
S1-31613122	S3-546420374	S3
S1-31613122	S2-718235895	S2
S1-31613122	S2-159614889	S2
S1-555388048	S2-405435509	S2
S1-555388048	S2-560732759	S2
S1-189665260	S3-858920318	S3
S1-189665260	S2-671384892	S2
S1-189665260	S2-819525483	S2
S1-189665260	S2-124463303	S2
S1-189665260	S2-864696790	S2
S1-189665260	S2-775867191	S2
S1-189665260	S3-2718797	S3
S1-227656451	S3-425266625	S3
S1-227656451	S2-181774205	S2
S1-227656451	S3-200703810	S3
S1-227656451	S3-395672446	S3
S1-358743745	S2-320301899	S2
S1-358743745	S2-91064684	S2
S1-358743745	S2-711412437	S2
S1-358743745	S3-907655973	S3
S1-358743745	S3-356623615	S3
S1-358743745	S3-668440196	S3
S1-358743745	S2-93507203	S2
S1-358743745	S3-204946879	S3
S1-680348466	S3-238613986	S3
S1-680348466	S2-409123572	S2
S1-650900310	S3-588375960	S3
S1-650900310	S2-434902104	S2
S1-125238994	S3-245994623	S3
S1-125238994	S2-771649715	S2
S1-125238994	S3-141445585	S3
S1-125238994	S3-562581469	S3
S1-335160409	S3-519758394	S3
S1-335160409	S2-451864196	S2
S1-335160409	S2-530800423	S2
S1-335160409	S3-428720904	S3
S1-335160409	S2-477306580	S2
S1-227764656	S2-73502404	S2
S1-227764656	S2-968652756	S2
S1-227764656	S2-333187132	S2
S1-227764656	S2-148247766	S2
S1-227764656	S3-433755103	S3
S1-227764656	S3-578647571	S3
S1-839573616	S2-842474506	S2
S1-839573616	S3-27217398	S3
S1-839573616	S2-557124127	S2
S1-839573616	S3-241589917	S3
S1-839573616	S3-99052202	S3
S1-730629056	S3-253950596	S3
S1-730629056	S2-514277460	S2
S1-730629056	S3-826257294	S3
S1-684011983	S2-997095568	S2
S1-963274337	S2-446930748	S2
S1-963274337	S2-272873790	S2
S1-963274337	S3-940110775	S3
S1-920346809	S2-62290692	S2
S1-920346809	S2-836077881	S2
S1-920346809	S3-787035613	S3
S1-655046555	S2-73156901	S2
S1-655046555	S2-113600604	S2
S1-975720283	S3-82476031	S3
S1-975720283	S3-890872566	S3
S1-975720283	S2-550191754	S2
S1-975720283	S2-184501968	S2
S1-975720283	S2-386901125	S2
S1-599206877	S3-921838977	S3
S1-599206877	S3-132651759	S3
S1-599206877	S3-119392744	S3
S1-599206877	S3-107756740	S3
S1-599206877	S3-480718919	S3
S1-599206877	S3-297159663	S3
S1-790554478	S3-33600669	S3
S1-790554478	S2-578460655	S2
S1-926842523	S3-422944142	S3
S1-926842523	S3-259002623	S3
S1-926842523	S2-522178812	S2
S1-926842523	S3-461672764	S3
S1-926842523	S2-704886060	S2
S1-657617201	S3-706999399	S3
S1-657617201	S3-145168130	S3
S1-657617201	S2-179208096	S2
S1-657617201	S3-357022027	S3
S1-657617201	S3-523461170	S3
S1-657617201	S2-181146941	S2
S1-189867735	S2-805635192	S2
S1-189867735	S2-607085475	S2
S1-189867735	S3-482238758	S3
S1-189867735	S2-479874350	S2
S1-365715573	S3-183512729	S3
S1-365715573	S3-448893132	S3
S1-365715573	S2-859496688	S2
S1-365715573	S2-583802893	S2
S1-365715573	S2-76769460	S2
S1-365715573	S3-274344476	S3
S1-365715573	S2-624811386	S2
S1-599045538	S3-743861442	S3
S1-599045538	S3-22535081	S3
S1-599045538	S3-363556572	S3
S1-599045538	S2-317670621	S2
S1-599045538	S3-617403255	S3
S1-104594645	S2-167074341	S2
S1-104594645	S3-337212539	S3
S1-104594645	S2-877144844	S2
S1-104594645	S3-369438690	S3
S1-104594645	S2-418022881	S2
S1-256472774	S3-997996419	S3
S1-256472774	S2-884160339	S2
S1-525304510	S3-938197966	S3
S1-525304510	S2-762218811	S2
S1-525304510	S3-719855905	S3
S1-261599095	S2-213848210	S2
S1-261599095	S2-982074734	S2
S1-962322626	S2-926664233	S2
S1-962322626	S2-410081019	S2
S1-628245995	S2-36617327	S2
S1-628245995	S2-841405712	S2
S1-628245995	S3-240614916	S3
S1-628245995	S3-876569759	S3
S1-628245995	S3-321866549	S3
S1-886218130	S3-892403933	S3
S1-886218130	S2-786552111	S2
S1-886218130	S3-214708777	S3
S1-886218130	S2-36212526	S2
S1-886218130	S3-400924088	S3
S1-305264553	S3-605013662	S3
S1-305264553	S2-854086106	S2
S1-305264553	S2-271381967	S2
S1-305264553	S2-880697669	S2
S1-305264553	S3-316686504	S3
S1-305264553	S2-783067233	S2
S1-251910741	S3-830309493	S3
S1-251910741	S2-930977422	S2
S1-429719122	S3-199864336	S3
S1-429719122	S3-54989160	S3
S1-429719122	S2-216414996	S2
S1-358500669	S2-37824669	S2
S1-358500669	S2-715804224	S2
S1-358500669	S3-214125577	S3
S1-358500669	S2-391870916	S2
S1-379419227	S3-374070363	S3
S1-698576448	S2-441529317	S2
S1-892415663	S3-267867498	S3
S1-892415663	S3-891742865	S3
S1-892415663	S3-874775479	S3
S1-892415663	S2-176136545	S2
S1-892415663	S2-179948413	S2
S1-94277204	S3-548398589	S3
S1-94277204	S2-567249830	S2
S1-94277204	S3-553419413	S3
S1-94277204	S2-762558610	S2
S1-94277204	S3-152827730	S3
S1-775162221	S3-128958948	S3
S1-775162221	S3-438535524	S3
S1-775162221	S3-617758928	S3
S1-775162221	S2-31786191	S2
S1-775162221	S3-935544773	S3
S1-775162221	S2-77704302	S2
S1-672150061	S2-790761762	S2
S1-672150061	S3-147606312	S3
S1-672150061	S2-204312579	S2
S1-27817521	S3-964848226	S3
S1-27817521	S2-260663222	S2
S1-27817521	S3-271744300	S3
S1-154182001	S3-441084163	S3
S1-154182001	S2-230033349	S2
S1-154182001	S2-247485274	S2
S1-154182001	S2-253314738	S2
S1-154182001	S2-818625585	S2
S1-359033061	S2-615426019	S2
S1-359033061	S2-592255150	S2
S1-359033061	S3-756975640	S3
S1-117905876	S2-698421132	S2
S1-117905876	S3-134727586	S3
S1-117905876	S2-67069001	S2
S1-443383960	S2-53189980	S2
S1-443383960	S3-694004337	S3
S1-443383960	S3-44585635	S3
S1-443383960	S3-514737217	S3
S1-523477202	S3-613252659	S3
S1-523477202	S3-719156077	S3
S1-523477202	S2-860406623	S2
S1-523477202	S2-293787640	S2
S1-37334737	S3-837551556	S3
S1-37334737	S3-593411190	S3
S1-37334737	S2-903483954	S2
S1-37334737	S3-316087260	S3
S1-37334737	S3-404898768	S3
S1-265065704	S3-748508374	S3
S1-265065704	S3-260360173	S3
S1-265065704	S2-267443874	S2
S1-265065704	S2-11426281	S2
S1-310064063	S3-121856178	S3
S1-310064063	S3-475029984	S3
S1-288725441	S2-671473036	S2
S1-145706980	S2-741989358	S2
S1-145706980	S2-669936241	S2
S1-145706980	S2-842185593	S2
S1-145706980	S3-757410527	S3
S1-702491441	S3-914276507	S3
S1-702491441	S3-79936502	S3
S1-702491441	S2-655836583	S2
S1-702491441	S3-576168062	S3
S1-157863931	S2-420331928	S2
S1-157863931	S3-896507352	S3
S1-157863931	S2-383138470	S2
S1-725496051	S2-26399444	S2
S1-725496051	S2-423134035	S2
S1-725496051	S2-829556309	S2
S1-725496051	S3-214741644	S3
S1-704018652	S3-931720898	S3
S1-704018652	S2-516118253	S2
S1-395511449	S3-198034355	S3
S1-395511449	S3-904002905	S3
S1-395511449	S2-168755841	S2
S1-395511449	S2-593108722	S2
S1-395511449	S3-993564740	S3
S1-395511449	S3-189655861	S3
S1-213232831	S3-335939734	S3
S1-213232831	S3-293362561	S3
S1-213232831	S2-360521252	S2
S1-213232831	S2-31792974	S2
S1-213232831	S2-833288940	S2
S1-234478198	S3-198020998	S3
S1-234478198	S2-902268239	S2
S1-234478198	S2-116944637	S2
S1-705602995	S3-734148614	S3
S1-245215825	S2-587350985	S2
S1-803297813	S3-547830535	S3
S1-803297813	S2-318486847	S2
S1-405154153	S2-819415725	S2
S1-405154153	S3-202056354	S3
S1-405154153	S3-64647706	S3
S1-405154153	S3-927565856	S3
